symbol,market,ok,currentPrice,current_price,last_price,priceTime,priceSource,source,priceSourceType,priceSourceFile,priceSourceDate,kis_quote_success,quote_available,error,updated_at
GLD,us,True,386.69,386.69,386.69,2026-06-13 01:37:28 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
HIMS,us,True,27.0,27.0,27.0,2026-06-13 01:37:29 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
HOOD,us,True,93.36,93.36,93.36,2026-06-13 01:37:52 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
HPE,us,True,49.11,49.11,49.11,2026-06-13 01:37:25 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
HUT,us,True,120.0,120.0,120.0,2026-06-13 01:37:53 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
IBIT,us,True,36.1854,36.1854,36.1854,2026-06-13 01:37:54 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
INTC,us,True,124.6,124.6,124.6,2026-06-13 01:37:54 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
IONQ,us,True,58.51,58.51,58.51,2026-06-13 01:37:28 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
IREN,us,True,60.53,60.53,60.53,2026-06-13 01:37:55 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
ISRG,us,True,406.22,406.22,406.22,2026-06-13 01:37:56 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
IWM,us,True,293.91,293.91,293.91,2026-06-13 01:37:32 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
JOBY,us,True,9.14,9.14,9.14,2026-06-13 01:37:28 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
KTOS,us,True,58.125,58.125,58.125,2026-06-13 01:37:58 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
LITE,us,True,918.33,918.33,918.33,2026-06-13 01:37:58 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
LUNR,us,True,27.56,27.56,27.56,2026-06-13 01:37:59 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
MARA,us,True,14.035,14.035,14.035,2026-06-13 01:37:59 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
MDB,us,True,349.14,349.14,349.14,2026-06-13 01:38:00 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
MELI,us,True,1585.0,1585.0,1585.0,2026-06-13 01:38:00 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
MPWR,us,True,1581.865,1581.865,1581.865,2026-06-13 01:38:00 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
MRVL,us,True,284.3275,284.3275,284.3275,2026-06-13 01:38:01 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
MSTR,us,True,124.73,124.73,124.73,2026-06-13 01:38:01 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
MU,us,True,992.84,992.84,992.84,2026-06-13 01:38:01 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
NAN,us,True,11.47,11.47,11.47,2026-06-13 01:31:37 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
NBIS,us,True,235.0,235.0,235.0,2026-06-13 01:38:03 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
NET,us,True,227.5,227.5,227.5,2026-06-13 01:37:20 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
NVO,us,True,44.15,44.15,44.15,2026-06-13 01:37:31 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
OKLO,us,True,57.77,57.77,57.77,2026-06-13 01:37:54 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
OKTA,us,True,117.21,117.21,117.21,2026-06-13 01:38:06 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
ON,us,True,117.235,117.235,117.235,2026-06-13 01:38:07 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
PATH,us,True,10.56,10.56,10.56,2026-06-13 01:37:52 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
QQQ,us,True,720.44,720.44,720.44,2026-06-13 01:38:08 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
QUBT,us,True,10.14,10.14,10.14,2026-06-13 01:38:08 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
RDDT,us,True,163.93,163.93,163.93,2026-06-13 01:37:56 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
RGTI,us,True,21.475,21.475,21.475,2026-06-13 01:38:10 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
RIOT,us,True,26.87,26.87,26.87,2026-06-13 01:38:10 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
RKLB,us,True,107.32,107.32,107.32,2026-06-13 01:38:10 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
RXRX,us,True,3.195,3.195,3.195,2026-06-13 01:38:11 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SE,us,True,83.7,83.7,83.7,2026-06-13 01:38:12 KST,KIS 해외 현재가 · NYS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SHOP,us,True,108.45,108.45,108.45,2026-06-13 01:38:12 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SIMO,us,True,280.935,280.935,280.935,2026-06-13 01:38:12 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SMCI,us,True,30.55,30.55,30.55,2026-06-13 01:38:13 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SMH,us,True,620.49,620.49,620.49,2026-06-13 01:37:54 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
SMR,us,True,10.02,10.02,10.02,2026-06-13 01:37:55 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
SNDK,us,True,1991.01,1991.01,1991.01,2026-06-13 01:38:15 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SOUN,us,True,7.005,7.005,7.005,2026-06-13 01:38:15 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SOXX,us,True,598.69,598.69,598.69,2026-06-13 01:38:16 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
SP500,us,False,,,,,,Finnhub,,scripts/collect_us_prices.py,2026-06-13,False,False,Finnhub 지원 형식 아님,2026-06-13 01:38:50 KST
SPY,us,True,740.7,740.7,740.7,2026-06-13 01:38:20 KST,KIS 해외 현재가 · AMS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
STX,us,True,929.37,929.37,929.37,2026-06-13 01:38:21 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
S,us,True,14.9,14.9,14.9,2026-06-13 01:37:48 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
TEM,us,True,48.21,48.21,48.21,2026-06-13 01:38:22 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
TER,us,True,402.995,402.995,402.995,2026-06-13 01:38:22 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
TLT,us,True,85.685,85.685,85.685,2026-06-13 01:38:23 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
TMDX,us,True,73.55,73.55,73.55,2026-06-13 01:38:23 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
VRTX,us,True,443.47,443.47,443.47,2026-06-13 01:38:24 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
VRT,us,True,298.49,298.49,298.49,2026-06-13 01:37:57 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
WDC,us,True,563.35,563.35,563.35,2026-06-13 01:38:25 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
XLE,us,True,58.01,58.01,58.01,2026-06-13 01:37:55 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
XLF,us,True,53.27,53.27,53.27,2026-06-13 01:37:56 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
ZS,us,True,128.005,128.005,128.005,2026-06-13 01:38:27 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
XOM,us,True,148.21,148.21,148.21,2026-06-13 01:38:18 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
JPM,us,True,319.64,319.64,319.64,2026-06-13 01:38:18 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
QCOM,us,True,213.615,213.615,213.615,2026-06-13 01:38:30 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
ADBE,us,True,203.95,203.95,203.95,2026-06-13 01:38:30 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
NFLX,us,True,80.7101,80.7101,80.7101,2026-06-13 01:38:30 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
UBER,us,True,68.09,68.09,68.09,2026-06-13 01:38:20 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
RIVN,us,True,16.075,16.075,16.075,2026-06-13 01:38:32 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
GM,us,True,81.24,81.24,81.24,2026-06-13 01:38:13 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
F,us,True,14.79,14.79,14.79,2026-06-13 01:38:19 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
LI,us,True,14.295,14.295,14.295,2026-06-13 01:38:34 KST,KIS 해외 현재가 · NAS,KIS,kis_snapshot,scripts/collect_us_prices.py,2026-06-13,True,True,,2026-06-13 01:38:50 KST
CVX,us,True,187.95,187.95,187.95,2026-06-13 01:38:19 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
SLB,us,True,56.82,56.82,56.82,2026-06-13 01:38:21 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
COP,us,True,117.9,117.9,117.9,2026-06-13 01:38:15 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
OXY,us,True,56.96,56.96,56.96,2026-06-13 01:38:16 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
BAC,us,True,55.75,55.75,55.75,2026-06-13 01:38:20 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
GS,us,True,1057.2,1057.2,1057.2,2026-06-13 01:38:19 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
MS,us,True,213.63,213.63,213.63,2026-06-13 01:38:17 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
V,us,True,324.39,324.39,324.39,2026-06-13 01:38:12 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
MA,us,True,491.33,491.33,491.33,2026-06-13 01:38:19 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
KO,us,True,82.04,82.04,82.04,2026-06-13 01:38:20 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
HD,us,True,327.58,327.58,327.58,2026-06-13 01:38:20 KST,Finnhub 현재가,Finnhub,finnhub,scripts/collect_us_prices.py,2026-06-13,False,True,,2026-06-13 01:38:50 KST
