symbol,name,name_kr,sector,source,note
171120.KQ,라이온켐텍,라이온켐텍,Construction,전체종목마스터,코스닥 후보군
173940.KQ,에프엔씨엔터,에프엔씨엔터,Entertainment/Media,전체종목마스터,코스닥 후보군
174900.KQ,앱클론,앱클론,Bio/Healthcare,전체종목마스터,코스닥 후보군
175140.KQ,휴먼테크놀로지,휴먼테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
175250.KQ,아이큐어,아이큐어,Retail,전체종목마스터,코스닥 후보군
176750.KQ,듀켐바이오,듀켐바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
177350.KQ,베셀,베셀,Semiconductor,전체종목마스터,코스닥 후보군
177830.KQ,파버나인,파버나인,Battery/EV,전체종목마스터,코스닥 후보군
178320.KQ,서진시스템,서진시스템,Telecom,전체종목마스터,코스닥 후보군
178780.KQ,일월지엠엘,일월지엠엘,Defense/Aerospace,전체종목마스터,코스닥 후보군
179530.KQ,애드바이오텍,애드바이오텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
182360.KQ,큐브엔터,큐브엔터,Entertainment/Media,전체종목마스터,코스닥 후보군
182400.KQ,엔케이젠바이오텍코리아,엔케이젠바이오텍코리아,Bio/Healthcare,전체종목마스터,코스닥 후보군
183300.KQ,코미코,코미코,Semiconductor,전체종목마스터,코스닥 후보군
183490.KQ,엔지켐생명과학,엔지켐생명과학,Insurance,전체종목마스터,코스닥 후보군
186230.KQ,그린플러스,그린플러스,Food/Beverage,전체종목마스터,코스닥 후보군
187220.KQ,디티앤씨,디티앤씨,Machinery/Equipment,전체종목마스터,코스닥 후보군
187420.KQ,HLB제넥스,HLB제넥스,Bio/Healthcare,전체종목마스터,코스닥 후보군
187660.KQ,페니트리움바이오,페니트리움바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
187870.KQ,디바이스,디바이스,Semiconductor,전체종목마스터,코스닥 후보군
188040.KQ,바이오포트,바이오포트,Bio/Healthcare,전체종목마스터,코스닥 후보군
189300.KQ,인텔리안테크,인텔리안테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
189860.KQ,서전기전,서전기전,Power/Utility,전체종목마스터,코스닥 후보군
189980.KQ,흥국에프엔비,흥국에프엔비,Food/Beverage,전체종목마스터,코스닥 후보군
190510.KQ,나무가,나무가,Auto,전체종목마스터,코스닥 후보군
190650.KQ,코리아에셋투자증권,코리아에셋투자증권,Securities,전체종목마스터,코스닥 후보군
191420.KQ,테고사이언스,테고사이언스,Bio/Healthcare,전체종목마스터,코스닥 후보군
192390.KQ,윈하이텍,윈하이텍,Construction,전체종목마스터,코스닥 후보군
193250.KQ,링크드,링크드,Game,전체종목마스터,코스닥 후보군
194480.KQ,데브시스터즈,데브시스터즈,Game,전체종목마스터,코스닥 후보군
194700.KQ,노바렉스,노바렉스,Food/Beverage,전체종목마스터,코스닥 후보군
195940.KQ,HK이노엔,HK이노엔,Bio/Healthcare,전체종목마스터,코스닥 후보군
195990.KQ,에이비프로바이오,에이비프로바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
196170.KQ,알테오젠,알테오젠,Bio/Healthcare,전체종목마스터,코스닥 후보군
196450.KQ,코아시아씨엠,코아시아씨엠,Auto,전체종목마스터,코스닥 후보군
196490.KQ,디에이테크놀로지,디에이테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
198440.KQ,강동씨앤엘,강동씨앤엘,Construction,전체종목마스터,코스닥 후보군
199430.KQ,케이엔알시스템,케이엔알시스템,AI/Software,전체종목마스터,코스닥 후보군
199730.KQ,바이오인프라,바이오인프라,Bio/Healthcare,전체종목마스터,코스닥 후보군
199820.KQ,제일일렉트릭,제일일렉트릭,Power/Utility,전체종목마스터,코스닥 후보군
200130.KQ,콜마비앤에이치,콜마비앤에이치,Cosmetics,전체종목마스터,코스닥 후보군
200230.KQ,텔콘RF제약,텔콘RF제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
200350.KQ,아티스트스튜디오,아티스트스튜디오,Entertainment/Media,전체종목마스터,코스닥 후보군
200470.KQ,에이팩트,에이팩트,Semiconductor,전체종목마스터,코스닥 후보군
200670.KQ,휴메딕스,휴메딕스,Bio/Healthcare,전체종목마스터,코스닥 후보군
200710.KQ,에이디테크놀로지,에이디테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
200780.KQ,비씨월드제약,비씨월드제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
203450.KQ,유니온바이오메트릭스,유니온바이오메트릭스,Bio/Healthcare,전체종목마스터,코스닥 후보군
205470.KQ,휴마시스,휴마시스,Bio/Healthcare,전체종목마스터,코스닥 후보군
205500.KQ,넥써쓰,넥써쓰,Game,전체종목마스터,코스닥 후보군
206640.KQ,바디텍메드,바디텍메드,Bio/Healthcare,전체종목마스터,코스닥 후보군
206650.KQ,유바이오로직스,유바이오로직스,Bio/Healthcare,전체종목마스터,코스닥 후보군
208370.KQ,셀바스헬스케어,셀바스헬스케어,Bio/Healthcare,전체종목마스터,코스닥 후보군
208710.KQ,포톤,포톤,Auto,전체종목마스터,코스닥 후보군
208860.KQ,다산디엠씨,다산디엠씨,Machinery/Equipment,전체종목마스터,코스닥 후보군
211050.KQ,인카금융서비스,인카금융서비스,Bank/Finance,전체종목마스터,코스닥 후보군
213420.KQ,덕산네오룩스,덕산네오룩스,Display,전체종목마스터,코스닥 후보군
214150.KQ,클래시스,클래시스,Bio/Healthcare,전체종목마스터,코스닥 후보군
214180.KQ,헥토이노베이션,헥토이노베이션,Bank/Finance,전체종목마스터,코스닥 후보군
215000.KQ,골프존,골프존,Textile/Apparel,전체종목마스터,코스닥 후보군
215100.KQ,로보로보,로보로보,AI/Software,전체종목마스터,코스닥 후보군
215200.KQ,메가스터디교육,메가스터디교육,Education,전체종목마스터,코스닥 후보군
215360.KQ,우리산업,우리산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
215380.KQ,우정바이오,우정바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
215600.KQ,신라젠,신라젠,Bio/Healthcare,전체종목마스터,코스닥 후보군
216050.KQ,인크로스,인크로스,Entertainment/Media,전체종목마스터,코스닥 후보군
216080.KQ,제테마,제테마,Bio/Healthcare,전체종목마스터,코스닥 후보군
217190.KQ,제너셈,제너셈,Semiconductor,전체종목마스터,코스닥 후보군
217270.KQ,넵튠,넵튠,Game,전체종목마스터,코스닥 후보군
217480.KQ,에스디생명공학,에스디생명공학,Insurance,전체종목마스터,코스닥 후보군
217730.KQ,강스템바이오텍,강스템바이오텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
217820.KQ,원익피앤이,원익피앤이,Semiconductor,전체종목마스터,코스닥 후보군
218150.KQ,미래생명자원,미래생명자원,Insurance,전체종목마스터,코스닥 후보군
218410.KQ,RFHIC,RFHIC,Telecom,전체종목마스터,코스닥 후보군
219130.KQ,타이거일렉,타이거일렉,Semiconductor,전체종목마스터,코스닥 후보군
219550.KQ,디와이디,디와이디,Cosmetics,전체종목마스터,코스닥 후보군
220180.KQ,핸디소프트,핸디소프트,AI/Software,전체종목마스터,코스닥 후보군
220260.KQ,켐트로스,켐트로스,Materials/Parts,전체종목마스터,코스닥 후보군
221800.KQ,지구홀딩스,지구홀딩스,Holding,전체종목마스터,코스닥 후보군
221840.KQ,하이즈항공,하이즈항공,Defense/Aerospace,전체종목마스터,코스닥 후보군
222040.KQ,코스맥스엔비티,코스맥스엔비티,Cosmetics,전체종목마스터,코스닥 후보군
222080.KQ,씨아이에스,씨아이에스,Battery/EV,전체종목마스터,코스닥 후보군
222420.KQ,쎄노텍,쎄노텍,Materials/Parts,전체종목마스터,코스닥 후보군
222800.KQ,심텍,심텍,Semiconductor,전체종목마스터,코스닥 후보군
222980.KQ,한국맥널티,한국맥널티,Food/Beverage,전체종목마스터,코스닥 후보군
223310.KQ,사토시홀딩스,사토시홀딩스,Holding,전체종목마스터,코스닥 후보군
224060.KQ,더코디,더코디,Semiconductor,전체종목마스터,코스닥 후보군
225190.KQ,LK삼양,LK삼양,Auto,전체종목마스터,코스닥 후보군
225430.KQ,케이엠제약,케이엠제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
225530.KQ,HC보광산업,HC보광산업,Machinery/Equipment,전체종목마스터,코스닥 후보군
225570.KQ,넥슨게임즈,넥슨게임즈,Game,전체종목마스터,코스닥 후보군
225590.KQ,패션플랫폼,패션플랫폼,Textile/Apparel,전체종목마스터,코스닥 후보군
226330.KQ,신테카바이오,신테카바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
226340.KQ,본느,본느,Cosmetics,전체종목마스터,코스닥 후보군
226950.KQ,올릭스,올릭스,Bio/Healthcare,전체종목마스터,코스닥 후보군
228760.KQ,지노믹트리,지노믹트리,Bio/Healthcare,전체종목마스터,코스닥 후보군
229000.KQ,젠큐릭스,젠큐릭스,Bio/Healthcare,전체종목마스터,코스닥 후보군
230240.KQ,에치에프알,에치에프알,Telecom,전체종목마스터,코스닥 후보군
230360.KQ,에코마케팅,에코마케팅,Entertainment/Media,전체종목마스터,코스닥 후보군
230980.KQ,비유테크놀러지,비유테크놀러지,Machinery/Equipment,전체종목마스터,코스닥 후보군
232680.KQ,라온로보틱스,라온로보틱스,Semiconductor,전체종목마스터,코스닥 후보군
234340.KQ,헥토파이낸셜,헥토파이낸셜,Bank/Finance,전체종목마스터,코스닥 후보군
237690.KQ,에스티팜,에스티팜,Bio/Healthcare,전체종목마스터,코스닥 후보군
237750.KQ,피앤씨테크,피앤씨테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
237820.KQ,플레이디,플레이디,Entertainment/Media,전체종목마스터,코스닥 후보군
237880.KQ,클리오,클리오,Cosmetics,전체종목마스터,코스닥 후보군
238090.KQ,앤디포스,앤디포스,Bio/Healthcare,전체종목마스터,코스닥 후보군
239610.KQ,에이치엘사이언스,에이치엘사이언스,Food/Beverage,전체종목마스터,코스닥 후보군
239890.KQ,피엔에이치테크,피엔에이치테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
240550.KQ,동방메디컬,동방메디컬,Bio/Healthcare,전체종목마스터,코스닥 후보군
240600.KQ,유진테크놀로지,유진테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
240810.KQ,원익IPS,원익IPS,Semiconductor,전체종목마스터,코스닥 후보군
241690.KQ,유니테크노,유니테크노,Machinery/Equipment,전체종목마스터,코스닥 후보군
241820.KQ,피씨엘,피씨엘,AI/Software,전체종목마스터,코스닥 후보군
242040.KQ,나무기술,나무기술,Machinery/Equipment,전체종목마스터,코스닥 후보군
243070.KQ,휴온스,휴온스,Bio/Healthcare,전체종목마스터,코스닥 후보군
243840.KQ,신흥에스이씨,신흥에스이씨,Materials/Parts,전체종목마스터,코스닥 후보군
244460.KQ,올리패스,올리패스,Bio/Healthcare,전체종목마스터,코스닥 후보군
245620.KQ,EDGC,EDGC,Bio/Healthcare,전체종목마스터,코스닥 후보군
246250.KQ,에스엘에스바이오,에스엘에스바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
246710.KQ,티앤알바이오팹,티앤알바이오팹,Bio/Healthcare,전체종목마스터,코스닥 후보군
246960.KQ,SCL사이언스,SCL사이언스,Bio/Healthcare,전체종목마스터,코스닥 후보군
247540.KQ,에코프로비엠,에코프로비엠,Battery/EV,전체종목마스터,코스닥 후보군
250060.KQ,모비스,모비스,Auto,전체종목마스터,코스닥 후보군
250930.KQ,예선테크,예선테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
251120.KQ,바이오에프디엔씨,바이오에프디엔씨,Bio/Healthcare,전체종목마스터,코스닥 후보군
251630.KQ,브이원텍,브이원텍,Materials/Parts,전체종목마스터,코스닥 후보군
251970.KQ,펌텍코리아,펌텍코리아,Cosmetics,전체종목마스터,코스닥 후보군
252500.KQ,세화피앤씨,세화피앤씨,Cosmetics,전체종목마스터,코스닥 후보군
252990.KQ,샘씨엔에스,샘씨엔에스,Semiconductor,전체종목마스터,코스닥 후보군
253450.KQ,스튜디오드래곤,스튜디오드래곤,Entertainment/Media,전체종목마스터,코스닥 후보군
253590.KQ,네오셈,네오셈,Semiconductor,전체종목마스터,코스닥 후보군
253840.KQ,수젠텍,수젠텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
254120.KQ,자비스,자비스,Materials/Parts,전체종목마스터,코스닥 후보군
254490.KQ,미래반도체,미래반도체,Semiconductor,전체종목마스터,코스닥 후보군
256630.KQ,포인트엔지니어링,포인트엔지니어링,Construction,전체종목마스터,코스닥 후보군
256840.KQ,한국비엔씨,한국비엔씨,Game,전체종목마스터,코스닥 후보군
257720.KQ,실리콘투,실리콘투,Semiconductor,전체종목마스터,코스닥 후보군
258790.KQ,소프트캠프,소프트캠프,AI/Software,전체종목마스터,코스닥 후보군
258830.KQ,세종메디칼,세종메디칼,Bio/Healthcare,전체종목마스터,코스닥 후보군
259630.KQ,엠플러스,엠플러스,Materials/Parts,전체종목마스터,코스닥 후보군
260660.KQ,알리코제약,알리코제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
260930.KQ,씨티케이,씨티케이,Cosmetics,전체종목마스터,코스닥 후보군
260970.KQ,에스앤디,에스앤디,Food/Beverage,전체종목마스터,코스닥 후보군
262260.KQ,에이프로,에이프로,Materials/Parts,전체종목마스터,코스닥 후보군
262840.KQ,아이퀘스트,아이퀘스트,Bank/Finance,전체종목마스터,코스닥 후보군
263050.KQ,유틸렉스,유틸렉스,Bio/Healthcare,전체종목마스터,코스닥 후보군
263600.KQ,덕우전자,덕우전자,Materials/Parts,전체종목마스터,코스닥 후보군
263700.KQ,케어랩스,케어랩스,Entertainment/Media,전체종목마스터,코스닥 후보군
263720.KQ,디앤씨미디어,디앤씨미디어,Entertainment/Media,전체종목마스터,코스닥 후보군
263750.KQ,펄어비스,펄어비스,Game,전체종목마스터,코스닥 후보군
263770.KQ,유에스티,유에스티,Materials/Parts,전체종목마스터,코스닥 후보군
263810.KQ,상신전자,상신전자,Materials/Parts,전체종목마스터,코스닥 후보군
264450.KQ,유비쿼스,유비쿼스,Telecom,전체종목마스터,코스닥 후보군
264660.KQ,씨앤지하이테크,씨앤지하이테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
265520.KQ,AP시스템,AP시스템,Display,전체종목마스터,코스닥 후보군
265560.KQ,영화테크,영화테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
267320.KQ,나인테크,나인테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
269620.KQ,시스웍,시스웍,Bio/Healthcare,전체종목마스터,코스닥 후보군
270660.KQ,에브리봇,에브리봇,AI/Software,전체종목마스터,코스닥 후보군
270870.KQ,뉴트리,뉴트리,Food/Beverage,전체종목마스터,코스닥 후보군
272290.KQ,이녹스첨단소재,이녹스첨단소재,Materials/Parts,전체종목마스터,코스닥 후보군
273640.KQ,와이엠텍,와이엠텍,Battery/EV,전체종목마스터,코스닥 후보군
274090.KQ,켄코아에어로스페이스,켄코아에어로스페이스,Defense/Aerospace,전체종목마스터,코스닥 후보군
277810.KQ,레인보우로보틱스,레인보우로보틱스,Robot,전체종목마스터,코스닥 후보군
277880.KQ,티에스아이,티에스아이,Materials/Parts,전체종목마스터,코스닥 후보군
278280.KQ,천보,천보,Battery/EV,전체종목마스터,코스닥 후보군
278650.KQ,HLB바이오스텝,HLB바이오스텝,Bio/Healthcare,전체종목마스터,코스닥 후보군
279600.KQ,미디어젠,미디어젠,Entertainment/Media,전체종목마스터,코스닥 후보군
282880.KQ,코윈테크,코윈테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
286750.KQ,나노실리칸첨단소재,나노실리칸첨단소재,Materials/Parts,전체종목마스터,코스닥 후보군
288180.KQ,케이피항공산업,케이피항공산업,Defense/Aerospace,전체종목마스터,코스닥 후보군
288620.KQ,에스프리즘,에스프리즘,Oil/Chemical,전체종목마스터,코스닥 후보군
289010.KQ,아이스크림에듀,아이스크림에듀,Education,전체종목마스터,코스닥 후보군
290520.KQ,신도기연,신도기연,Display,전체종목마스터,코스닥 후보군
290650.KQ,엘앤씨바이오,엘앤씨바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
290670.KQ,대보마그네틱,대보마그네틱,Materials/Parts,전체종목마스터,코스닥 후보군
290740.KQ,액트로,액트로,Auto,전체종목마스터,코스닥 후보군
293490.KQ,카카오게임즈,카카오게임즈,Game,전체종목마스터,코스닥 후보군
293780.KQ,압타바이오,압타바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
298060.KQ,풍전약품,풍전약품,Bio/Healthcare,전체종목마스터,코스닥 후보군
298380.KQ,에이비엘바이오,에이비엘바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
298540.KQ,더네이쳐홀딩스,더네이쳐홀딩스,Holding,전체종목마스터,코스닥 후보군
298830.KQ,슈어소프트테크,슈어소프트테크,AI/Software,전체종목마스터,코스닥 후보군
299030.KQ,하나기술,하나기술,Machinery/Equipment,전체종목마스터,코스닥 후보군
299660.KQ,셀리드,셀리드,Bio/Healthcare,전체종목마스터,코스닥 후보군
299900.KQ,위지윅스튜디오,위지윅스튜디오,Entertainment/Media,전체종목마스터,코스닥 후보군
300120.KQ,라온피플,라온피플,Auto,전체종목마스터,코스닥 후보군
302430.KQ,이노메트리,이노메트리,Materials/Parts,전체종목마스터,코스닥 후보군
303810.KQ,동국생명과학,동국생명과학,Insurance,전체종목마스터,코스닥 후보군
304360.KQ,에스바이오메딕스,에스바이오메딕스,Bio/Healthcare,전체종목마스터,코스닥 후보군
304840.KQ,피플바이오,피플바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
306620.KQ,지아이에스,지아이에스,Defense/Aerospace,전체종목마스터,코스닥 후보군
307280.KQ,원바이오젠,원바이오젠,Bio/Healthcare,전체종목마스터,코스닥 후보군
308100.KQ,형지글로벌,형지글로벌,Textile/Apparel,전체종목마스터,코스닥 후보군
311320.KQ,지오엘리먼트,지오엘리먼트,Semiconductor,전체종목마스터,코스닥 후보군
311390.KQ,네오크레마,네오크레마,Food/Beverage,전체종목마스터,코스닥 후보군
311690.KQ,CJ 바이오사이언스,CJ 바이오사이언스,Bio/Healthcare,전체종목마스터,코스닥 후보군
312610.KQ,에이에프더블류,에이에프더블류,Materials/Parts,전체종목마스터,코스닥 후보군
314140.KQ,알피바이오,알피바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
314930.KQ,바이오다인,바이오다인,Bio/Healthcare,전체종목마스터,코스닥 후보군
317330.KQ,덕산테코피아,덕산테코피아,Display,전체종목마스터,코스닥 후보군
317530.KQ,에피소드컴퍼니,에피소드컴퍼니,Entertainment/Media,전체종목마스터,코스닥 후보군
317830.KQ,에스피시스템스,에스피시스템스,AI/Software,전체종목마스터,코스닥 후보군
317870.KQ,엔바이오니아,엔바이오니아,Bio/Healthcare,전체종목마스터,코스닥 후보군
318010.KQ,팜스빌,팜스빌,Food/Beverage,전체종목마스터,코스닥 후보군
318160.KQ,셀바이오휴먼텍,셀바이오휴먼텍,Bio/Healthcare,전체종목마스터,코스닥 후보군
319660.KQ,피에스케이,피에스케이,Semiconductor,전체종목마스터,코스닥 후보군
320000.KQ,한울반도체,한울반도체,Semiconductor,전체종목마스터,코스닥 후보군
321370.KQ,센서뷰,센서뷰,Materials/Parts,전체종목마스터,코스닥 후보군
321550.KQ,티움바이오,티움바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
321820.KQ,아티스트컴퍼니,아티스트컴퍼니,Entertainment/Media,전체종목마스터,코스닥 후보군
322310.KQ,오로스테크놀로지,오로스테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
323990.KQ,박셀바이오,박셀바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
327260.KQ,RF머트리얼즈,RF머트리얼즈,Semiconductor,전체종목마스터,코스닥 후보군
330350.KQ,위더스제약,위더스제약,Bio/Healthcare,전체종목마스터,코스닥 후보군
330860.KQ,네패스아크,네패스아크,Semiconductor,전체종목마스터,코스닥 후보군
331520.KQ,밸로프,밸로프,Game,전체종목마스터,코스닥 후보군
331920.KQ,셀레믹스,셀레믹스,Bio/Healthcare,전체종목마스터,코스닥 후보군
332570.KQ,PS일렉트로닉스,PS일렉트로닉스,Telecom,전체종목마스터,코스닥 후보군
333620.KQ,엔시스,엔시스,Materials/Parts,전체종목마스터,코스닥 후보군
334970.KQ,프레스티지바이오로직스,프레스티지바이오로직스,Bio/Healthcare,전체종목마스터,코스닥 후보군
335810.KQ,프리시젼바이오,프리시젼바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
338840.KQ,와이바이오로직스,와이바이오로직스,Bio/Healthcare,전체종목마스터,코스닥 후보군
339950.KQ,아이비김영,아이비김영,Education,전체종목마스터,코스닥 후보군
340810.KQ,시선AI,시선AI,AI/Software,전체종목마스터,코스닥 후보군
340930.KQ,유일에너테크,유일에너테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
344860.KQ,이노진,이노진,Food/Beverage,전체종목마스터,코스닥 후보군
348030.KQ,모비릭스,모비릭스,Game,전체종목마스터,코스닥 후보군
348150.KQ,고바이오랩,고바이오랩,Bio/Healthcare,전체종목마스터,코스닥 후보군
348210.KQ,넥스틴,넥스틴,Semiconductor,전체종목마스터,코스닥 후보군
348340.KQ,뉴로메카,뉴로메카,AI/Software,전체종목마스터,코스닥 후보군
348350.KQ,위드텍,위드텍,Semiconductor,전체종목마스터,코스닥 후보군
348370.KQ,엔켐,엔켐,Materials/Parts,전체종목마스터,코스닥 후보군
351330.KQ,이삭엔지니어링,이삭엔지니어링,Construction,전체종목마스터,코스닥 후보군
352090.KQ,스톰테크,스톰테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
352480.KQ,씨앤씨인터내셔널,씨앤씨인터내셔널,Cosmetics,전체종목마스터,코스닥 후보군
352940.KQ,인바이오,인바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
353190.KQ,휴럼,휴럼,Food/Beverage,전체종목마스터,코스닥 후보군
353810.KQ,이지바이오,이지바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
354200.KQ,엔젠바이오,엔젠바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
357230.KQ,에이치피오,에이치피오,Food/Beverage,전체종목마스터,코스닥 후보군
357780.KQ,솔브레인,솔브레인,Materials/Parts,전체종목마스터,코스닥 후보군
357880.KQ,SKAI,SKAI,AI/Software,전체종목마스터,코스닥 후보군
360070.KQ,탑머티리얼,탑머티리얼,Materials/Parts,전체종목마스터,코스닥 후보군
362320.KQ,청담글로벌,청담글로벌,Cosmetics,전체종목마스터,코스닥 후보군
365900.KQ,브이씨,브이씨,Textile/Apparel,전체종목마스터,코스닥 후보군
369370.KQ,블리츠웨이엔터테인먼트,블리츠웨이엔터테인먼트,Entertainment/Media,전체종목마스터,코스닥 후보군
371950.KQ,풍원정밀,풍원정밀,Machinery/Equipment,전체종목마스터,코스닥 후보군
372170.KQ,윤성에프앤씨,윤성에프앤씨,Materials/Parts,전체종목마스터,코스닥 후보군
376290.KQ,씨유테크,씨유테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
376900.KQ,로킷헬스케어,로킷헬스케어,Bio/Healthcare,전체종목마스터,코스닥 후보군
377220.KQ,프롬바이오,프롬바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
377330.KQ,이지트로닉스,이지트로닉스,Materials/Parts,전체종목마스터,코스닥 후보군
377480.KQ,마음AI,마음AI,AI/Software,전체종목마스터,코스닥 후보군
378340.KQ,필에너지,필에너지,Renewable/Energy,전체종목마스터,코스닥 후보군
382480.KQ,지아이텍,지아이텍,Materials/Parts,전체종목마스터,코스닥 후보군
382840.KQ,원준,원준,Materials/Parts,전체종목마스터,코스닥 후보군
383310.KQ,에코프로에이치엔,에코프로에이치엔,Battery/EV,전체종목마스터,코스닥 후보군
384470.KQ,코어라인소프트,코어라인소프트,AI/Software,전체종목마스터,코스닥 후보군
388050.KQ,지투파워,지투파워,Power/Utility,전체종목마스터,코스닥 후보군
388610.KQ,지에프씨생명과학,지에프씨생명과학,Insurance,전체종목마스터,코스닥 후보군
388720.KQ,유일로보틱스,유일로보틱스,Robot,전체종목마스터,코스닥 후보군
388870.KQ,파로스아이바이오,파로스아이바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
389020.KQ,자람테크놀로지,자람테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
389260.KQ,대명에너지,대명에너지,Renewable/Energy,전체종목마스터,코스닥 후보군
389500.KQ,에스비비테크,에스비비테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
389650.KQ,넥스트바이오메디컬,넥스트바이오메디컬,Bio/Healthcare,전체종목마스터,코스닥 후보군
393890.KQ,더블유씨피,더블유씨피,Materials/Parts,전체종목마스터,코스닥 후보군
393970.KQ,대진첨단소재,대진첨단소재,Materials/Parts,전체종목마스터,코스닥 후보군
394280.KQ,오픈엣지테크놀로지,오픈엣지테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
394420.KQ,리센스메디컬,리센스메디컬,Bio/Healthcare,전체종목마스터,코스닥 후보군
396270.KQ,넥스트칩,넥스트칩,Semiconductor,전체종목마스터,코스닥 후보군
397030.KQ,에이프릴바이오,에이프릴바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
398120.KQ,에스지헬스케어,에스지헬스케어,Bio/Healthcare,전체종목마스터,코스닥 후보군
399720.KQ,가온칩스,가온칩스,Semiconductor,전체종목마스터,코스닥 후보군
402030.KQ,코난테크놀로지,코난테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
403870.KQ,HPSP,HPSP,Semiconductor,전체종목마스터,코스닥 후보군
405100.KQ,큐알티,큐알티,Semiconductor,전체종목마스터,코스닥 후보군
408900.KQ,스튜디오미르,스튜디오미르,Entertainment/Media,전체종목마스터,코스닥 후보군
412350.KQ,레이저쎌,레이저쎌,Semiconductor,전체종목마스터,코스닥 후보군
412540.KQ,제일엠앤에스,제일엠앤에스,Materials/Parts,전체종목마스터,코스닥 후보군
415380.KQ,스튜디오삼익,스튜디오삼익,Entertainment/Media,전체종목마스터,코스닥 후보군
416180.KQ,신성에스티,신성에스티,Renewable/Energy,전체종목마스터,코스닥 후보군
417010.KQ,나노팀,나노팀,Materials/Parts,전체종목마스터,코스닥 후보군
417180.KQ,핑거스토리,핑거스토리,Entertainment/Media,전체종목마스터,코스닥 후보군
417500.KQ,제이아이테크,제이아이테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
418470.KQ,KT밀리의서재,KT밀리의서재,Telecom,전체종목마스터,코스닥 후보군
419050.KQ,삼기에너지솔루션즈,삼기에너지솔루션즈,Battery/EV,전체종목마스터,코스닥 후보군
419530.KQ,SAMG엔터,SAMG엔터,Entertainment/Media,전체종목마스터,코스닥 후보군
420570.KQ,제이투케이바이오,제이투케이바이오,Bio/Healthcare,전체종목마스터,코스닥 후보군
432720.KQ,퀄리타스반도체,퀄리타스반도체,Semiconductor,전체종목마스터,코스닥 후보군
437730.KQ,삼현,삼현,AI/Software,전체종목마스터,코스닥 후보군
439090.KQ,마녀공장,마녀공장,Cosmetics,전체종목마스터,코스닥 후보군
443670.KQ,에스피소프트,에스피소프트,AI/Software,전체종목마스터,코스닥 후보군
444530.KQ,심플랫폼,심플랫폼,Internet/Platform,전체종목마스터,코스닥 후보군
445680.KQ,큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,Bio/Healthcare,전체종목마스터,코스닥 후보군
448710.KQ,코츠테크놀로지,코츠테크놀로지,Machinery/Equipment,전체종목마스터,코스닥 후보군
451220.KQ,아이엠티,아이엠티,Semiconductor,전체종목마스터,코스닥 후보군
452200.KQ,민테크,민테크,Machinery/Equipment,전체종목마스터,코스닥 후보군
