symbol,name,market,source,updatedAt
005965,동부건설우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
005990,매일홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006040,동원산업,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006050,국영지앤엠,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006060,화승인더,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006090,사조오양,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006110,삼아알미늄,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006120,SK디스커버리,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006125,SK디스커버리우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006140,피제이전자,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006200,한국전자홀딩스,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006220,제주은행,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006260,LS,kr,local_symbol_csv,2026-06-01T19:31:41
006280,녹십자,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006340,대원전선,kr,manual_required_seed,2026-06-01T19:31:41
006345,대원전선우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006360,GS건설,kr,local_symbol_csv,2026-06-01T19:31:41
006370,대구백화점,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006380,카프로,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006400,삼성SDI,kr,local_symbol_csv,2026-06-01T19:31:41
006405,삼성SDI우,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006490,인스코비,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006570,대림통상,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006620,동구바이오제약,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006650,대한유화,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006660,삼성공조,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
006730,서부T&D,kr,FinanceDataReader_KRX,2026-06-01T19:31:41
