ticker,market,target_date,no_buy_score,no_buy_level,no_buy_reasons,market_regime,market_risk_score,direction_hit_rate,stop_touch_rate,tp1_touch_rate,avg_final_pnl_pct,raw_final_decision,final_decision_before_no_buy_filter,final_decision_after_no_buy_filter,no_buy_filter_applied,updated_at,source_prediction_path,source_adjustment_performance_path,data_status
047810,한국주식,2026-05-14,15,매수금지 아님,이벤트 변동성장 / 방향 적중률 45% 미만 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,37.5,12.5,25.0,0.4038,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
272210,한국주식,2026-05-14,5,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,14.2857,28.5714,1.1073,눌림목 매수 가능,눌림목 매수 가능,눌림목 매수 가능,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
329180,한국주식,2026-05-14,40,주의,이벤트 변동성장 / 방향 적중률 45% 미만 / 최근 보정 후 성과 악화 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,42.8571,28.5714,42.8571,0.0,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
015760,한국주식,2026-05-14,5,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,50.0,25.0,25.0,0.0803,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
010140,한국주식,2026-05-14,80,매수금지,이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 최근 보정 후 성과 악화 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,22.2222,11.1111,11.1111,-1.5299,돌파 확인 후 접근,돌파 확인 후 접근,관망 우위,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
005380,한국주식,2026-05-14,15,매수금지 아님,이벤트 변동성장 / 방향 적중률 45% 미만 / 평균 최종 손익 양수 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,37.5,25.0,25.0,0.6077,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
042660,한국주식,2026-05-14,35,주의,이벤트 변동성장 / 방향 적중률 45% 미만 / 평균 최종 손익 음수 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,44.4444,11.1111,22.2222,-0.4726,눌림목 매수 가능,눌림목 매수 가능,눌림목 매수 가능,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
277810,한국주식,2026-05-14,30,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 음수 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,14.2857,28.5714,-0.0118,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
009540,한국주식,2026-05-14,10,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,62.5,37.5,12.5,0.2154,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
454910,한국주식,2026-05-14,30,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,0.0,42.8571,-0.66,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
042700,한국주식,2026-05-14,40,주의,이벤트 변동성장 / 방향 적중률 45% 미만 / TP1 터치율 20% 미만 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,37.5,25.0,12.5,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
108490,한국주식,2026-05-14,40,주의,이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,28.5714,14.2857,-1.6306,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
007660,한국주식,2026-05-14,25,매수금지 아님,이벤트 변동성장 / 방향 적중률 35% 미만 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,25.0,12.5,37.5,1.5441,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
090360,한국주식,2026-05-14,20,매수금지 아님,이벤트 변동성장 / TP1 터치율 50% 이상 / 평균 최종 손익 음수 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,55.5556,22.2222,55.5556,-0.4336,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
000270,한국주식,2026-05-14,50,주의,이벤트 변동성장 / 방향 적중률 35% 미만 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,33.3333,22.2222,33.3333,-1.0373,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
403870,한국주식,2026-05-14,50,주의,이벤트 변동성장 / 방향 적중률 35% 미만 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,28.5714,14.2857,42.8571,-0.2246,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
012330,한국주식,2026-05-14,5,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,66.6667,0.0,22.2222,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
058470,한국주식,2026-05-14,65,관망 우위,이벤트 변동성장 / 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,25.0,37.5,12.5,-1.3574,눌림목 매수 가능,눌림목 매수 가능,관망 우위,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
035420,한국주식,2026-05-14,10,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 50% 이상 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,77.7778,11.1111,55.5556,-0.1679,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
095340,한국주식,2026-05-14,55,관망 우위,이벤트 변동성장 / 방향 적중률 45% 미만 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,37.5,25.0,12.5,-1.5327,돌파 확인 후 접근,돌파 확인 후 접근,관망 우위,1,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
035720,한국주식,2026-05-14,0,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,88.8889,22.2222,44.4444,0.0491,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
067310,한국주식,2026-05-14,20,매수금지 아님,이벤트 변동성장 / 방향 적중률 45% 미만 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,37.5,0.0,37.5,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
018260,한국주식,2026-05-14,0,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,77.7778,11.1111,22.2222,1.9178,눌림목 매수 가능,눌림목 매수 가능,눌림목 매수 가능,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
036930,한국주식,2026-05-14,20,매수금지 아님,이벤트 변동성장 / TP1 터치율 50% 이상 / 평균 최종 손익 음수 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 우선진입가가 예상시초가와 -6.5% 괴리: 즉시매수 금지 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 현재가가 우선진입가 대비 +5.4% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,50.0,12.5,50.0,-0.4102,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
207940,한국주식,2026-05-14,30,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,28.5714,42.8571,-0.0047,눌림목 매수 가능,눌림목 매수 가능,눌림목 매수 가능,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
000990,한국주식,2026-05-14,35,주의,이벤트 변동성장 / 방향 적중률 35% 미만 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,25.0,0.0,37.5,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
068270,한국주식,2026-05-14,0,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,100.0,11.1111,22.2222,0.118,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
009150,한국주식,2026-05-14,20,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 양수 / 최근 보정 후 성과 악화 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,50.0,0.0,25.0,1.2364,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
196170,한국주식,2026-05-14,15,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,71.4286,28.5714,28.5714,-0.5488,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
011070,한국주식,2026-05-14,0,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 양수 / RSI 75 이상 과열 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,62.5,12.5,25.0,0.0218,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
000100,한국주식,2026-05-14,20,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,77.7778,11.1111,22.2222,-0.0327,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
267260,한국주식,2026-05-14,45,주의,이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,28.5714,14.2857,-0.5218,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
214450,한국주식,2026-05-14,0,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,85.7143,28.5714,42.8571,0.2461,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
214150,한국주식,2026-05-14,25,매수금지 아님,이벤트 변동성장 / TP1 터치율 20% 미만 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 주봉 강한 하락 추세 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,28.5714,14.2857,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
010120,한국주식,2026-05-14,15,매수금지 아님,이벤트 변동성장 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.0% 괴리: 즉시매수 금지 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 현재가가 우선진입가 대비 +5.3% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,50.0,25.0,25.0,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
298040,한국주식,2026-05-14,35,주의,이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 최근 보정 후 성과 악화 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,57.1429,14.2857,14.2857,0.1864,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
006400,한국주식,2026-05-14,30,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,55.5556,11.1111,33.3333,-0.3164,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
006260,한국주식,2026-05-14,25,매수금지 아님,이벤트 변동성장 / 방향 적중률 45% 미만 / RSI 75 이상 과열 / 대형 이벤트일: 변동성 확대 / 우선진입가가 예상시초가와 -6.0% 괴리: 즉시매수 금지 / 갭·과열 구간: 눌림 대기 또는 매수금지 / 현재가가 우선진입가 대비 +5.2% (한도 5%) / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,37.5,12.5,25.0,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
051910,한국주식,2026-05-14,25,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 음수 / 최근 보정 성과 개선 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,55.5556,22.2222,22.2222,-1.3004,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
001440,한국주식,2026-05-14,45,주의,이벤트 변동성장 / TP1 터치율 20% 미만 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,55.5556,11.1111,11.1111,-0.273,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
005490,한국주식,2026-05-14,20,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,77.7778,44.4444,22.2222,-0.4553,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
003670,한국주식,2026-05-14,25,매수금지 아님,이벤트 변동성장 / 평균 최종 손익 음수 / 최근 보정 성과 개선 / 시초 예상가가 1차 저항선 1% 이내 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,55.5556,22.2222,33.3333,-0.8082,돌파 확인 후 접근,돌파 확인 후 접근,돌파 확인 후 접근,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
034020,한국주식,2026-05-14,50,주의,이벤트 변동성장 / 방향 적중률 35% 미만 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,33.3333,11.1111,33.3333,0.0,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
247540,한국주식,2026-05-14,15,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / 평균 최종 손익 음수 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 손익비 부족: 1차 R:R 1.45 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,85.7143,14.2857,28.5714,-0.4503,눌림목 매수 가능,눌림목 매수 가능,눌림목 매수 가능,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
012450,한국주식,2026-05-14,35,주의,이벤트 변동성장 / 방향 적중률 45% 미만 / 평균 최종 손익 음수 / 최근 보정 성과 개선 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,44.4444,22.2222,22.2222,-0.3038,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
086520,한국주식,2026-05-14,10,매수금지 아님,이벤트 변동성장 / 방향 적중률 60% 이상 / TP1 터치율 20% 미만 / 평균 최종 손익 양수 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90),이벤트 변동성장,55.0,88.8889,11.1111,11.1111,0.1733,관망 우위,관망 우위,관망 우위,0,2026-05-23T08:58:19,predictions.csv,data\adjustment_performance_by_ticker.csv,OK
