ticker,date,foreign_net_qty,institution_net_qty,retail_net_qty,foreign_5d,institution_5d,retail_5d,foreign_20d,institution_20d,retail_20d,foreign_30d,institution_30d,retail_30d,supply_score,foreign_institution_score,supply_label,supply_summary,source,updated_at,status
214450,2026-05-22,6080.0,9919.0,-16888.0,-15057.0,8847.0,9204.0,-225875.0,176780.0,30214.0,-220614.0,74268.0,127327.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:55:09 KST,OK
000100,2026-05-22,133049.0,-29460.0,-102417.0,163980.0,-102298.0,-63522.0,-471375.0,-345978.0,802238.0,-570505.0,-369329.0,928064.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:55:03 KST,OK
196170,2026-05-22,148954.0,51563.0,-195745.0,-36942.0,129710.0,-92497.0,193800.0,-66250.0,-142577.0,144134.0,-273207.0,155554.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:54:57 KST,OK
068270,2026-05-22,190142.0,50494.0,-238484.0,395721.0,-1235.0,-392550.0,96248.0,-328037.0,-251821.0,413675.0,-629598.0,-272321.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:54:51 KST,OK
207940,2026-05-22,3910.0,-11657.0,6751.0,5155.0,-29897.0,22108.0,-162608.0,-249202.0,401120.0,-168002.0,-299041.0,455635.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:54:45 KST,OK
402340,2026-05-22,2149.0,50902.0,-52752.0,-211381.0,276408.0,-61324.0,-1281404.0,1003674.0,313851.0,-1195728.0,1243499.0,5840.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:54:39 KST,OK
018260,2026-05-22,37401.0,118159.0,-161198.0,-7079.0,147592.0,-161538.0,-984868.0,-78915.0,996039.0,-1131867.0,-226755.0,1283942.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:54:33 KST,OK
035720,2026-05-22,127961.0,-143011.0,13182.0,86543.0,-530813.0,439535.0,-2395750.0,-2446090.0,4740135.0,-2818292.0,-2578742.0,5330411.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:54:27 KST,OK
035420,2026-05-22,-23672.0,55179.0,-76737.0,-413997.0,156596.0,227823.0,-1764659.0,-1044046.0,2753688.0,-2360713.0,-1350057.0,3647115.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:54:20 KST,OK
012330,2026-05-22,-385793.0,72744.0,284449.0,-1202141.0,292610.0,770076.0,-2886511.0,728111.0,1743401.0,-2634768.0,558716.0,1662633.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:54:14 KST,OK
000270,2026-05-22,-153292.0,-8544.0,147479.0,-1038826.0,616139.0,402420.0,-1877347.0,-85205.0,1863681.0,-2427795.0,-847529.0,3154706.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:54:09 KST,OK
090360,2026-05-22,17442.0,1274.0,-19062.0,-26837.0,25228.0,2992.0,-17676.0,89679.0,-65536.0,-145014.0,235691.0,-78722.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:54:03 KST,OK
108490,2026-05-22,11545.0,10725.0,-22081.0,4506.0,-152500.0,148606.0,49669.0,-73936.0,25465.0,71615.0,-62027.0,-11662.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:53:57 KST,OK
454910,2026-05-22,-14241.0,75549.0,-64468.0,3424293.0,-3588036.0,1695019.0,6398254.0,-5081082.0,2793811.0,6438081.0,-4808610.0,2481091.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:53:51 KST,OK
277810,2026-05-22,-1965.0,11944.0,-10918.0,-99916.0,-56005.0,156938.0,68752.0,52632.0,-111074.0,-109705.0,-25317.0,143074.0,-1,-1,수급 중립/확인,20일 외국인·기관 동시 순매수 / 5일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:53:45 KST,OK
042660,2026-05-22,103059.0,166233.0,-260594.0,-185289.0,339000.0,-107572.0,-898252.0,100701.0,4693183.0,-563066.0,763129.0,6511871.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:53:38 KST,OK
010140,2026-05-22,-611197.0,772065.0,-175370.0,-4188020.0,624623.0,3443226.0,-20572914.0,-7037571.0,27272600.0,-21566778.0,-4428565.0,25405250.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:53:33 KST,OK
329180,2026-05-22,-37091.0,50973.0,-15830.0,-227293.0,303237.0,-84006.0,-279477.0,335523.0,-86353.0,-1047554.0,911545.0,74321.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:53:27 KST,OK
272210,2026-05-22,45464.0,22476.0,-67650.0,449470.0,572.0,-449296.0,-312213.0,-667295.0,985284.0,-245286.0,-988007.0,1237384.0,0,0,수급 중립/확인,5일 외국인·기관 동시 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:53:21 KST,OK
064350,2026-05-22,58339.0,-25569.0,-31884.0,44594.0,-108941.0,62356.0,497241.0,-26823.0,-395224.0,976937.0,243336.0,-1146269.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:53:15 KST,OK
079550,2026-05-22,54987.0,40140.0,-96095.0,60992.0,149795.0,-212888.0,-68272.0,38806.0,26256.0,-18646.0,-5678.0,9580.0,3,3,수급 우호,5일 외국인·기관 동시 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:53:10 KST,OK
012450,2026-05-22,-14846.0,-4878.0,22177.0,-35727.0,43152.0,-7142.0,-16051.0,-121530.0,133622.0,-124992.0,-176037.0,298166.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:53:04 KST,OK
034020,2026-05-22,-510433.0,-77456.0,582527.0,-1372378.0,-332816.0,1703276.0,-1036105.0,-2769373.0,3727806.0,4764327.0,-677661.0,-4294845.0,-5,-5,수급 위험,5일 외국인·기관 동시 순매도 / 20일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:52:58 KST,OK
103590,2026-05-22,-94732.0,-48398.0,152703.0,-76465.0,-135925.0,240846.0,-317118.0,590602.0,-238286.0,-229897.0,683707.0,-413308.0,-2,-2,수급 부담,20일 외국인/기관 중 일부 순매수 / 5일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:52:52 KST,OK
001440,2026-05-22,-677273.0,118163.0,560582.0,-1973047.0,719031.0,1216107.0,1359633.0,1972968.0,-3146225.0,5879703.0,2954628.0,-8537486.0,3,3,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매수,KIS Open API inquire-investor,2026-05-23 08:52:46 KST,OK
006260,2026-05-22,-20663.0,28242.0,-3046.0,-256372.0,179946.0,88971.0,-505908.0,259060.0,246134.0,-548433.0,274100.0,272924.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:52:39 KST,OK
298040,2026-05-22,-809.0,1825.0,-1097.0,-16627.0,9244.0,6128.0,-79967.0,14596.0,63404.0,-76406.0,-47617.0,121341.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:52:33 KST,OK
010120,2026-05-22,-96972.0,155712.0,-66823.0,-930545.0,171364.0,724866.0,-4328065.0,357272.0,3947184.0,-6668043.0,171871.0,6454753.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:52:27 KST,OK
267260,2026-05-22,-20792.0,15771.0,4571.0,-107731.0,38190.0,68180.0,-456558.0,224876.0,223240.0,-331383.0,212749.0,113907.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:52:21 KST,OK
011070,2026-05-22,-49681.0,28218.0,19482.0,-195698.0,186416.0,5854.0,-760443.0,617770.0,141102.0,-1024061.0,1080884.0,-61478.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:52:16 KST,OK
009150,2026-05-22,10236.0,-67764.0,52965.0,-303186.0,122900.0,172920.0,-741395.0,632019.0,107465.0,-706717.0,583755.0,115483.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:52:10 KST,OK
000990,2026-05-22,10121.0,31455.0,-41617.0,-390764.0,561902.0,-154100.0,-1622106.0,1616552.0,26822.0,-2304709.0,2141575.0,177309.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:52:04 KST,OK
036930,2026-05-22,109256.0,74631.0,-199583.0,-168232.0,-35068.0,221706.0,-1146451.0,-432469.0,1642664.0,185685.0,-66014.0,-103224.0,-5,-5,수급 위험,5일 외국인·기관 동시 순매도 / 20일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:51:58 KST,OK
067310,2026-05-22,-299057.0,-86519.0,368616.0,16221.0,204541.0,-242822.0,3250858.0,295885.0,-3557685.0,5357026.0,-5136.0,-5330377.0,4,4,수급 강함,5일 외국인·기관 동시 순매수 / 20일 외국인·기관 동시 순매수,KIS Open API inquire-investor,2026-05-23 08:51:52 KST,OK
095340,2026-05-22,-3525.0,-30487.0,33977.0,46462.0,-75454.0,27206.0,-124949.0,168947.0,-33946.0,-898061.0,698729.0,205358.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:51:46 KST,OK
058470,2026-05-22,61101.0,-21816.0,-40864.0,21045.0,52091.0,-76574.0,-1074800.0,255736.0,800752.0,-835499.0,-116947.0,941480.0,3,3,수급 우호,5일 외국인·기관 동시 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:51:41 KST,OK
403870,2026-05-22,372685.0,-5835.0,-375656.0,732531.0,216257.0,-960241.0,2814603.0,1321501.0,-4143185.0,2397547.0,618043.0,-3065258.0,4,4,수급 강함,5일 외국인·기관 동시 순매수 / 20일 외국인·기관 동시 순매수,KIS Open API inquire-investor,2026-05-23 08:51:35 KST,OK
007660,2026-05-22,-202190.0,-45309.0,243664.0,-971762.0,-10582.0,960701.0,-2509336.0,-375002.0,2836172.0,-961323.0,62121.0,779192.0,-5,-5,수급 위험,5일 외국인·기관 동시 순매도 / 20일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:51:29 KST,OK
042700,2026-05-22,-38909.0,-92335.0,129752.0,-828946.0,-164372.0,982791.0,-55252.0,1518214.0,-1485007.0,-469094.0,1630340.0,-1193102.0,-2,-2,수급 부담,20일 외국인/기관 중 일부 순매수 / 5일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:51:23 KST,OK
009540,2026-05-22,-21313.0,16229.0,5185.0,-104612.0,54486.0,49532.0,187443.0,-93744.0,-90230.0,86747.0,149685.0,-232376.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:51:17 KST,OK
005380,2026-05-22,-176731.0,72357.0,102801.0,-948277.0,-188083.0,1115991.0,-1721921.0,534590.0,1119102.0,-2356275.0,619853.0,1425145.0,-2,-2,수급 부담,20일 외국인/기관 중 일부 순매수 / 5일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:51:11 KST,OK
015760,2026-05-22,-472758.0,88221.0,363147.0,-1352756.0,351287.0,1031268.0,-4092212.0,-2854192.0,7782921.0,-7260975.0,-2748147.0,10706294.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:51:05 KST,OK
047810,2026-05-22,-35417.0,69228.0,-25029.0,-246010.0,441608.0,-186635.0,-1900299.0,-604152.0,2385373.0,-2040288.0,-949558.0,2882592.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-23 08:51:00 KST,OK
375500,2026-05-22,-101292.0,-10100.0,106299.0,229834.0,-2922.0,-232634.0,969314.0,-481839.0,-463087.0,295694.0,57516.0,-304183.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:50:53 KST,OK
373220,2026-05-22,-66217.0,-48020.0,142504.0,-53327.0,-62522.0,254578.0,39841.0,-109344.0,611000.0,455888.0,234069.0,100350.0,-2,-2,수급 부담,20일 외국인/기관 중 일부 순매수 / 5일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-23 08:50:47 KST,OK
003490,2026-05-22,353618.0,177841.0,-480537.0,1064670.0,639371.0,-1574609.0,2319416.0,571431.0,-2699297.0,3895520.0,-909583.0,-2762358.0,4,4,수급 강함,5일 외국인·기관 동시 순매수 / 20일 외국인·기관 동시 순매수,KIS Open API inquire-investor,2026-05-23 08:50:41 KST,OK
000660,2026-05-22,-158042.0,152990.0,1150.0,-2969723.0,1276913.0,1628964.0,-10319876.0,2017672.0,8193701.0,-10050927.0,2264372.0,7659506.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:50:35 KST,OK
005930,2026-05-22,-3419695.0,-307631.0,3602972.0,-19229766.0,9279945.0,9945707.0,-50672663.0,19791919.0,30083381.0,-45381497.0,10329915.0,19706315.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-23 08:50:29 KST,OK
131970,2026-05-21,0.0,0.0,0.0,24945.0,101214.0,-128264.0,-180323.0,575292.0,-476477.0,-126722.0,196365.0,-146272.0,3,3,수급 우호,5일 외국인·기관 동시 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:32 KST,OK
222800,2026-05-21,0.0,0.0,0.0,-92785.0,145565.0,-50381.0,584836.0,860239.0,-1441696.0,924891.0,1980792.0,-2872414.0,3,3,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매수,KIS Open API inquire-investor,2026-05-21 08:51:31 KST,OK
138040,2026-05-21,0.0,0.0,0.0,-172505.0,290610.0,-124717.0,-641386.0,598563.0,28034.0,-965046.0,1049072.0,-90379.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:30 KST,OK
086790,2026-05-21,0.0,0.0,0.0,-915686.0,691045.0,218523.0,355185.0,-17696.0,-350016.0,-114029.0,826806.0,-721789.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:29 KST,OK
055550,2026-05-21,0.0,0.0,0.0,-395652.0,529843.0,-144919.0,-446317.0,628460.0,-225352.0,-1261318.0,1943867.0,-718265.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:28 KST,OK
105560,2026-05-21,0.0,0.0,0.0,-489878.0,697030.0,-245220.0,-202728.0,-58991.0,155137.0,-425473.0,365132.0,-26165.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-21 08:51:27 KST,OK
006360,2026-05-21,0.0,0.0,0.0,386809.0,-416857.0,15040.0,-1708262.0,-2176542.0,3890353.0,-2576273.0,-1221623.0,3884034.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-21 08:51:26 KST,OK
000720,2026-05-21,0.0,0.0,0.0,539990.0,-169289.0,-378899.0,1506951.0,-1742210.0,178145.0,935860.0,-2210813.0,1230476.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:25 KST,OK
066970,2026-05-21,0.0,0.0,0.0,96322.0,-159097.0,76505.0,282200.0,-609112.0,354400.0,323391.0,-817845.0,500087.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:24 KST,OK
086520,2026-05-21,0.0,0.0,0.0,311920.0,-276770.0,-28174.0,-803352.0,-1948596.0,2753341.0,-1120156.0,-2565732.0,3641293.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-21 08:51:23 KST,OK
247540,2026-05-21,0.0,0.0,0.0,-177158.0,-185834.0,355236.0,-309131.0,-1219133.0,1799081.0,-330393.0,-1351383.0,2311925.0,-5,-5,수급 위험,5일 외국인·기관 동시 순매도 / 20일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-21 08:51:22 KST,OK
003670,2026-05-21,0.0,0.0,0.0,-144258.0,41270.0,99282.0,28397.0,79051.0,-78454.0,480428.0,241956.0,-690592.0,3,3,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매수,KIS Open API inquire-investor,2026-05-21 08:51:21 KST,OK
005490,2026-05-21,0.0,0.0,0.0,45779.0,23921.0,-51449.0,708620.0,224199.0,-890175.0,1027395.0,699743.0,-1667055.0,4,4,수급 강함,5일 외국인·기관 동시 순매수 / 20일 외국인·기관 동시 순매수,KIS Open API inquire-investor,2026-05-21 08:51:20 KST,OK
051910,2026-05-21,0.0,0.0,0.0,-174247.0,26404.0,149360.0,189023.0,-1212.0,-164781.0,485924.0,177515.0,-635783.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:19 KST,OK
006400,2026-05-21,0.0,0.0,0.0,516491.0,-76280.0,-419575.0,557866.0,-315207.0,-181139.0,1239129.0,118539.0,-1267216.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:18 KST,OK
214150,2026-05-21,0.0,0.0,0.0,55708.0,-212785.0,156885.0,185168.0,-645867.0,399275.0,307118.0,-701667.0,336377.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:17 KST,OK
214450,2026-05-21,0.0,0.0,0.0,-39616.0,37981.0,4992.0,-218543.0,156033.0,44273.0,-226674.0,95056.0,114393.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:16 KST,OK
000100,2026-05-21,0.0,0.0,0.0,-36977.0,-92216.0,128075.0,-701346.0,-321923.0,1006398.0,-775469.0,-266199.0,1028819.0,-5,-5,수급 위험,5일 외국인·기관 동시 순매도 / 20일 외국인·기관 동시 순매도 / 개인 순매수·외국인/기관 매도 주의,KIS Open API inquire-investor,2026-05-21 08:51:15 KST,OK
196170,2026-05-21,0.0,0.0,0.0,-235116.0,107869.0,126457.0,36510.0,-169409.0,156576.0,16389.0,-134065.0,144522.0,2,2,수급 우호,5일 외국인/기관 중 일부 순매수 / 20일 외국인/기관 중 일부 순매수,KIS Open API inquire-investor,2026-05-21 08:51:13 KST,OK
068270,2026-05-21,0.0,0.0,0.0,60864.0,2173.0,-60801.0,-223709.0,-406133.0,139041.0,75225.0,-468314.0,-105722.0,0,0,수급 중립/확인,5일 외국인·기관 동시 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-21 08:51:12 KST,OK
207940,2026-05-21,0.0,0.0,0.0,2262.0,-13829.0,10377.0,-187320.0,-238141.0,415507.0,-196748.0,-272624.0,457948.0,-1,-1,수급 중립/확인,5일 외국인/기관 중 일부 순매수 / 20일 외국인·기관 동시 순매도,KIS Open API inquire-investor,2026-05-21 08:51:11 KST,OK
