prediction_id,date,market,ticker,decision,simulated_entry,simulated_exit,stop_loss,target_price,max_profit_pct,max_loss_pct,final_pnl_pct,stop_triggered,target_triggered,hold_or_exit,result_label
0f1150a7,2026-05-14,한국주식,270,저항선 근처 출발: 돌파 확인 전 선매수 금지,181549.44125,176900.0,170781.5805045452,204286.10665,,,-2.560978000255898,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
1b6fec21,2026-05-14,한국주식,403870,중립 구간 출발: 시초가 지지/이탈 확인,54280.62211496469,53500.0,52153.95333389757,58723.90715904,,,-1.4381230069754114,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
7bd9f285,2026-05-14,한국주식,58470,지지선 근처 출발: 반등 확인형 눌림목 후보,112437.0138301728,108234.21379820188,108234.21379820188,127618.31604099616,,,-3.737915023533911,True,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,손절
b3b6bde9,2026-05-14,한국주식,67310,중립 구간 출발: 시초가 지지/이탈 확인,42052.207375000005,41100.0,38209.85308387212,47623.62109713544,,,-2.2643457607556927,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
ff60b3c3,2026-05-14,한국주식,18260,지지선 근처 출발: 반등 확인형 눌림목 후보,178456.656645163,184000.0,174233.75591823977,193077.29449425457,,,3.106268748416152,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
6b3a49e0,2026-05-14,한국주식,207940,지지선 근처 출발: 반등 확인형 눌림목 후보,1402462.690901694,1402000.0,1383940.8052118225,1496755.927141042,,,-0.032991316253583314,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
07d4e57c,2026-05-14,한국주식,9150,저항선 근처 출발: 돌파 확인 전 선매수 금지,1035117.405,1037000.0,948798.3423482142,1160280.045845089,,,0.1818726060354381,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
c291c9bb,2026-05-14,한국주식,11070,저항선 근처 출발: 돌파 확인 전 선매수 금지,757476.5849999998,764000.0,676262.6932232142,875236.728076339,,,0.861203518257958,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
6c9fdbb3,2026-05-14,한국주식,267260,중립 구간 출발: 시초가 지지/이탈 확인,1271178.232239121,1254000.0,1225101.568134717,1417663.3609216,,,-1.351362995640859,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
9a7a10a7,2026-05-14,한국주식,214150,중립 구간 출발: 시초가 지지/이탈 확인,49598.154,49550.0,48039.88433376415,54551.80662167999,,,-0.09708829082630821,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
6c2f74ce,2026-05-14,한국주식,298040,중립 구간 출발: 시초가 지지/이탈 확인,4041523.05,4029000.0,3643681.540803763,4700331.1995904,,,-0.3098596703537293,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
47dc1b88,2026-05-14,한국주식,51910,저항선 근처 출발: 돌파 확인 전 선매수 금지,389919.35625000007,378500.0,365300.1481319335,425617.2080211965,,,-2.9286456460700716,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
7106a6f3,2026-05-14,한국주식,3670,저항선 근처 출발: 돌파 확인 전 선매수 금지,253070.24025,246250.0,236138.29729881097,297120.5311150684,,,-2.694998923327574,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
f3a7b5c5,2026-05-14,한국주식,34020,중립 구간 출발: 시초가 지지/이탈 확인,116377.95825000004,116100.0,110094.85548825396,125488.45725453182,,,-0.23884097485448175,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
5677339c,2026-05-14,한국주식,12450,중립 구간 출발: 시초가 지지/이탈 확인,1287591.2747573871,1279000.0,1250538.339884481,1392774.7260635945,,,-0.6672361739175292,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
6a37b91c,2026-05-14,한국주식,79550,중립 구간 출발: 시초가 지지/이탈 확인,870081.0088896703,875500.0,828929.7793700603,929750.2916931048,,,0.6228145488711423,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
8661019c,2026-05-14,한국주식,64350,저항선 근처 출발: 돌파 확인 전 선매수 금지,215443.8675,211500.0,200729.847642952,236779.1962927197,,,-1.8305777489814101,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
480c2204,2026-05-14,한국주식,105560,지지선 근처 출발: 반등 확인형 눌림목 후보,150892.58899999998,153200.0,148564.31918805683,154595.592030398,,,1.5291745043886973,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
92173b4d,2026-05-14,한국주식,10140,저항선 근처 출발: 돌파 확인 전 선매수 금지,31114.102725,30050.0,29040.314753013485,34121.09528438045,,,-3.420001323531663,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
55614522,2026-05-14,한국주식,55550,지지선 근처 출발: 반등 확인형 눌림목 후보,94569.9977954358,94300.0,93122.14304977562,98601.72528943847,,,-0.2855004776671777,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
2e2076f1,2026-05-14,한국주식,42660,지지선 근처 출발: 반등 확인형 눌림목 후보,121478.08996526762,119800.0,118474.73073936708,125832.96084282338,,,-1.3813931102698462,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
ddffe916,2026-05-14,한국주식,86790,저항선 근처 출발: 돌파 확인 전 선매수 금지,123063.58005,122200.0,116560.37205857145,132493.23163757144,,,-0.7017348671712109,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
8ec95cf5,2026-05-14,한국주식,138040,중립 구간 출발: 시초가 지지/이탈 확인,104937.5445,109124.76055968073,102049.80928642707,109124.76055968073,,,3.9901982456628904,False,True,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,1차익절
2c1ad290,2026-05-14,한국주식,270,저항선 근처 출발: 돌파 확인 전 선매수 금지,180799.31075,176900.0,170781.5805045452,203442.03223,,,-2.1567066455202233,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
a3e6ad17,2026-05-14,한국주식,18260,지지선 근처 출발: 반등 확인형 눌림목 후보,178456.656645163,184000.0,174233.75591823977,193077.29449425457,,,3.106268748416152,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
97863ab9,2026-05-14,한국주식,402340,저항선 근처 출발: 돌파 확인 전 선매수 금지,1197074.5499999998,1177000.0,1076582.0986339285,1371788.6044808032,,,-1.6769674035756466,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
cf469d5a,2026-05-14,한국주식,51910,저항선 근처 출발: 돌파 확인 전 선매수 금지,388299.9937500001,378500.0,365300.1481319335,421649.76989619655,,,-2.5238202183205827,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
88ab7880,2026-05-14,한국주식,3670,저항선 근처 출발: 돌파 확인 전 선매수 금지,252019.22175000003,246250.0,236138.29729881097,297120.5311150684,,,-2.2891990975684506,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
0080cc3b,2026-05-14,한국주식,55550,지지선 근처 출발: 반등 확인형 눌림목 후보,94569.9977954358,94300.0,93122.14304977562,98601.72528943847,,,-0.2855004776671777,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
37bd4efc,2026-05-14,한국주식,86790,저항선 근처 출발: 돌파 확인 전 선매수 금지,123063.58005,122200.0,119913.41961142856,130348.17419264,,,-0.7017348671712109,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
2cc61409,2026-05-14,한국주식,5930,저항선 근처 출발: 돌파 확인 전 선매수 금지,286875.2160000001,295000.0,273923.96665288747,305654.5275533133,,,2.8321665821420927,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
1f21f946,2026-05-14,한국주식,5380,저항선 근처 출발: 돌파 확인 전 선매수 금지,715139.335,703000.0,657606.2316080357,801438.9900879463,,,-1.6974782963099067,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
db74a7be,2026-05-14,한국주식,42700,중립 구간 출발: 시초가 지지/이탈 확인,393436.0326541033,394000.0,377555.0963083855,421701.5012864,,,0.14334410147749388,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
e8547359,2026-05-14,한국주식,7660,중립 구간 출발: 시초가 지지/이탈 확인,130015.39318131338,130200.0,124266.77868941234,139970.4859395657,,,0.1419884324229015,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
b2883b91,2026-05-14,한국주식,58470,지지선 근처 출발: 반등 확인형 눌림목 후보,112437.0138301728,108234.21379820188,108234.21379820188,127618.31604099616,,,-3.737915023533911,True,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,손절
0e05cd88,2026-05-14,한국주식,67310,중립 구간 출발: 시초가 지지/이탈 확인,42052.207375000005,41100.0,38209.85308387212,47623.62109713544,,,-2.2643457607556927,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
6a73cde8,2026-05-14,한국주식,9150,저항선 근처 출발: 돌파 확인 전 선매수 금지,1035117.405,1037000.0,948798.3423482142,1160280.045845089,,,0.1818726060354381,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
27d0f25f,2026-05-14,한국주식,11070,저항선 근처 출발: 돌파 확인 전 선매수 금지,757476.5849999998,764000.0,676262.6932232142,875236.728076339,,,0.861203518257958,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
305d42cf,2026-05-14,한국주식,34020,중립 구간 출발: 시초가 지지/이탈 확인,116377.95825000004,116100.0,110094.85548825396,125488.45725453182,,,-0.23884097485448175,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
8f82cfa5,2026-05-14,한국주식,12450,중립 구간 출발: 시초가 지지/이탈 확인,1287591.2747573871,1279000.0,1250538.339884481,1392774.7260635945,,,-0.6672361739175292,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
e7fd1177,2026-05-14,한국주식,79550,중립 구간 출발: 시초가 지지/이탈 확인,870081.0088896703,875500.0,828929.7793700603,929750.2916931048,,,0.6228145488711423,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
731ea233,2026-05-14,한국주식,64350,저항선 근처 출발: 돌파 확인 전 선매수 금지,215443.8675,211500.0,200729.847642952,236779.1962927197,,,-1.8305777489814101,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
3861de66,2026-05-14,한국주식,10140,저항선 근처 출발: 돌파 확인 전 선매수 금지,31114.102725,30050.0,29040.314753013485,34121.09528438045,,,-3.420001323531663,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
2a37c659,2026-05-14,한국주식,42660,지지선 근처 출발: 반등 확인형 눌림목 후보,121478.08996526767,119800.0,118474.73073936717,125832.96084282346,,,-1.3813931102699017,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
f6d2a98f,2026-05-14,한국주식,270,저항선 근처 출발: 돌파 확인 전 선매수 금지,180799.31075,176900.0,170781.5805045452,203442.03223,,,-2.1567066455202233,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
ca04da45,2026-05-14,한국주식,18260,지지선 근처 출발: 반등 확인형 눌림목 후보,178456.656645163,184000.0,174233.75591823977,193077.29449425457,,,3.106268748416152,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
03c8cebd,2026-05-14,한국주식,51910,저항선 근처 출발: 돌파 확인 전 선매수 금지,388299.9937500001,378500.0,365300.1481319335,421649.76989619655,,,-2.5238202183205827,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
0741edae,2026-05-14,한국주식,3670,저항선 근처 출발: 돌파 확인 전 선매수 금지,252019.22175000003,246250.0,236138.29729881097,297120.5311150684,,,-2.2891990975684506,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
89d86b9c,2026-05-14,한국주식,55550,지지선 근처 출발: 반등 확인형 눌림목 후보,94569.9977954358,94300.0,93122.14304977562,98601.72528943847,,,-0.2855004776671777,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
0b114d38,2026-05-14,한국주식,86790,저항선 근처 출발: 돌파 확인 전 선매수 금지,123063.58005,122200.0,119913.41961142856,130348.17419264,,,-0.7017348671712109,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
2aaf003c,2026-05-14,미국주식,GOOGL,저항선 근처 출발: 돌파 확인 전 선매수 금지,401.273979861537,400.6987,389.3940869461409,419.4506082718766,,,-0.1433633602994977,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
5f6ab3d6,2026-05-14,미국주식,TSLA,저항선 근처 출발: 돌파 확인 전 선매수 금지,446.9633058108082,442.7,431.1720838081688,469.8605777146355,,,-0.953837989692341,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
b7414d75,2026-05-14,미국주식,INTC,중립 구간 출발: 시초가 지지/이탈 확인,115.80550255206474,115.23,110.75033226266488,131.35379743912188,,,-0.49695613712827935,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
b8158666,2026-05-14,미국주식,CRCL,중립 구간 출발: 시초가 지지/이탈 확인,122.52286316718089,124.09,116.68464456412129,138.39636213512264,,,1.2790566530270997,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
153d0ab6,2026-05-14,미국주식,RKLB,저항선 근처 출발: 돌파 확인 전 선매수 금지,123.74259984666914,131.7,110.8191442674518,142.48161043653428,,,6.430606891394675,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
917c9dc5,2026-05-14,미국주식,LUNR,중립 구간 출발: 시초가 지지/이탈 확인,32.61865741900627,36.55848182433873,29.901537139466644,36.55848182433873,,,12.078438283719173,False,True,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,1차익절
e53cdc50,2026-05-14,미국주식,OKLO,중립 구간 출발: 시초가 지지/이탈 확인,66.11890186823467,66.61,62.45902040896734,71.4257299841723,,,0.7427499820611194,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
791188b2,2026-05-14,미국주식,SOXX,저항선 근처 출발: 돌파 확인 전 선매수 금지,528.4475993774921,530.6918,510.9432205754522,553.8289486404499,,,0.42467798607686014,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
ce78f5a5,2026-05-14,미국주식,MU,저항선 근처 출발: 돌파 확인 전 선매수 금지,801.692105512329,782.99,727.8408775326856,908.776386082812,,,-2.332828948138044,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
1f1081d8,2026-05-14,미국주식,MRVL,저항선 근처 출발: 돌파 확인 전 선매수 금지,179.20281330985074,183.0,163.51391731068904,201.95171250863515,,,2.1189325212120025,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
31824e6b,2026-05-14,미국주식,ARM,중립 구간 출발: 시초가 지지/이탈 확인,221.0726316719711,227.0,211.2850601487769,237.0850052862584,,,2.681185944727882,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
3abdac52,2026-05-14,미국주식,SMCI,저항선 근처 출발: 돌파 확인 전 선매수 금지,31.884225406576,32.9,30.206311125288423,34.31720111444297,,,3.185821767570673,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
957653df,2026-05-14,미국주식,ANET,저항선 근처 출발: 돌파 확인 전 선매수 금지,141.76226043306883,147.85,134.97639384563925,151.60176698484173,,,4.294330203492636,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
b3387c5b,2026-05-14,미국주식,CRDO,중립 구간 출발: 시초가 지지/이탈 확인,184.0019208706956,184.4,175.33937754573483,196.5626086918886,,,0.2163450943450495,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
b11eaa5c,2026-05-14,미국주식,COHR,저항선 근처 출발: 돌파 확인 전 선매수 금지,402.2229730580573,403.5,362.6124796827612,459.6581884522367,,,0.31749229344948393,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
0edf0d39,2026-05-14,미국주식,META,저항선 근처 출발: 돌파 확인 전 선매수 금지,616.1952743189673,617.2564,593.047391008921,649.7597051185346,,,0.1722060725320329,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
9400f3ce,2026-05-14,미국주식,AAPL,저항선 근처 출발: 돌파 확인 전 선매수 금지,297.370501994375,298.22,290.36026103708843,307.53535138244047,,,0.2856698966197779,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
e0a55cb3,2026-05-14,미국주식,SNOW,중립 구간 출발: 시초가 지지/이탈 확인,146.81873045237043,150.6,142.3034630352884,155.66557061668288,,,2.575468086380339,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
b8170e10,2026-05-14,미국주식,MDB,저항선 근처 출발: 돌파 확인 전 선매수 금지,301.90434474,302.0,292.30556624124233,315.8225735631986,,,0.03168396270758489,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
69db9f71,2026-05-14,미국주식,RDDT,저항선 근처 출발: 돌파 확인 전 선매수 금지,152.53944461341064,156.3,142.8975291282781,166.5202220668528,,,2.4653003006009033,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
4aae6f36,2026-05-14,미국주식,HOOD,"갭하락 출발 가능: 초반 매수 금지, 지지 회복 확인",75.55218856476246,80.20379471720821,73.38865081943885,78.68931829548168,,,6.156811921415684,False,True,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,2차익절
fe7e2159,2026-05-14,미국주식,COIN,지지선 근처 출발: 반등 확인형 눌림목 후보,199.3520842209456,218.18789662102893,192.7872513422306,213.1135953834145,,,9.448515411159295,False,True,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,2차익절
4aea2a69,2026-05-14,미국주식,VRT,저항선 근처 출발: 돌파 확인 전 선매수 금지,367.1474579040082,378.1839,355.6927129239328,383.75683812511767,,,3.005997143217942,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
e985af3d,2026-05-14,미국주식,SMR,저항선 근처 출발: 돌파 확인 전 선매수 금지,11.532612563812313,12.0,10.74038892164917,12.681336844948868,,,4.052745495450716,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
3ae93bd3,2026-05-14,미국주식,RGTI,지지선 근처 출발: 반등 확인형 눌림목 후보,18.13647307173392,19.819776227873326,17.35354137120396,19.27172403750236,,,9.28131478199512,False,True,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,2차익절
b7122045,2026-05-14,미국주식,QUBT,중립 구간 출발: 시초가 지지/이탈 확인,10.689005608007022,11.840220273496984,10.153556926383784,11.465406196360718,,,10.770081967471311,False,True,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,2차익절
d3684c32,2026-05-14,미국주식,GE,지지선 근처 출발: 반등 확인형 눌림목 후보,291.6395163167714,291.9715,286.8630343960837,308.0370499783996,,,0.11383357352301449,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
2c86378d,2026-05-14,미국주식,KTOS,저항선 근처 출발: 돌파 확인 전 선매수 금지,53.90247159330536,54.95,50.352735931422494,59.04958830303551,,,1.9433773178310965,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
571a9e60,2026-05-14,미국주식,ACHR,저항선 근처 출발: 돌파 확인 전 선매수 금지,6.384297372249869,6.41,5.909721826461388,7.072431913643166,,,0.40259133075239983,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
23ec3a21,2026-05-14,미국주식,JOBY,중립 구간 출발: 시초가 지지/이탈 확인,10.302070880219162,10.66,9.839856061800166,11.08979295466276,,,3.47434145952239,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
54670c19,2026-05-14,미국주식,TEM,지지선 근처 출발: 반등 확인형 눌림목 후보,45.53433552261773,45.58,43.94847930260936,47.833827041629846,,,0.1002858103849702,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
a6983c3d,2026-05-14,미국주식,SMH,저항선 근처 출발: 돌파 확인 전 선매수 금지,570.7106904717284,578.62,561.6295269394723,592.3441048201413,,,1.3858702246726915,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
d3653469-ee37-4ee4-a608-4371ef2fdd64,2026-05-13,미국주식,AVGO,관망/제외,415.11,406.73,406.73,434.74,,,-2.018742020187414,True,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,손절
364e6df2-0a54-4a5d-a52a-64dfe7988b8c,2026-05-13,미국주식,NVDA,관망/제외,223.06,225.83,214.48,235.95,,,1.2418183448399622,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
ba2a462e-dee8-4174-8372-274200f62c2f,2026-05-13,미국주식,AMD,관망/제외,434.63,445.5,394.83,492.34,,,2.5009778432229623,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
122537b9-e180-40b0-9801-1f8068549e6c,2026-05-13,미국주식,MU,관망/제외,779.85,803.63,707.34,885.0,,,3.0493043534012942,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
a76ca1fe-9732-45e5-94ab-9fed703ef22f,2026-05-13,미국주식,CEG,관망/제외,277.65,269.3,269.3,290.98,,,-3.0073833963623176,True,True,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,손절우선
cb9fe3bb-7184-458e-9fd4-3ac9d66d4039,2026-05-13,미국주식,CRCL,관망/제외,120.82,126.57,115.16,137.02,,,4.759145836781986,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
f6e4bd5d-6228-421b-8fd6-8daee098c85c,2026-05-13,미국주식,TMDX,관망/제외,61.18,64.18,57.8,78.31,,,4.903563255966015,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
43db5f4b-9d24-4fc9-8aee-0b8b924e2ad5,2026-05-13,미국주식,QUBT,관망/제외,11.28,11.03,10.75,13.96,,,-2.2163120567375905,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
4bf0bede-982d-4255-8392-5ac3c1c3b965,2026-05-13,미국주식,TEM,관망/제외,45.26,45.9,43.63,49.81,,,1.4140521431727837,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
aa398cb6-74ae-43d6-b279-66abc74adb0e,2026-05-13,미국주식,META,관망/제외,599.97,616.6300048828125,590.45,623.55,,,2.776806320784786,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
ff0706a5-0ddd-47df-a965-42359fc347ae,2026-05-13,미국주식,HIMS,관망/제외,23.55,24.14,22.43,27.38,,,2.5053078556263264,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
0a7e6b6f-c1ee-4427-9de0-41f07f969e29,2026-05-13,미국주식,ETN,관망/제외,402.02,406.94,381.05,432.71,,,1.2238197104621706,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
36a726a4-a3ce-4962-9564-b338a4d947d1,2026-05-13,미국주식,SMH,관망/제외,564.83,572.4600219726562,539.08,602.16,,,1.3508528181322088,False,False,우선진입가 체결 가정 · 손절/익절 동시터치 시 손절 우선,종가청산
