cache_key,market,ticker,title,summary,source,url,time,published_ts,origin,importance,direction,sentiment,severity,relevance,cached_at,last_seen_at,seen_count
17eeff9dd6984f2f86dd,한국주식,,[표] 주간 거래소 기관 순매수도 상위종목 - 매일경제 마켓,,Google News KR,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1fdl9wbmlEdE1za2g5Q3hJT2V6cGlnLUxGb0JjT1hvOGlTMXhyaEE3U1ZuNkpqMUdXRjFuSDE0aUQzV2thZXVvZTMtT0FPODd4cHc?oc=5,05-22 18:23 KST,2026-05-22T18:23:09+09:00,kr_google_news,중간,,1,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
5290670af83dcfbdbe72,한국주식,,5월 소비심리 반등…“반도체·증시 영향”,,Google News KR,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBGSW5Za2JZLXdqQTdnWTI2bDZveDhHOEZvRUgtd2xvOEk1Sml2QWhBLTAxczFlbTduZWVlRUtIdEpScGFWX3BRYVFibllocDg?oc=5,05-22 17:17 KST,2026-05-22T17:17:16+09:00,kr_google_news,중간,,1,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
5fa2c9f4fda40c221fae,한국주식,,코스닥 2.5조 사들인 外人...반도체·로봇·바이오 집중매수 - 한국경제,,Google News KR,https://news.google.com/rss/articles/CBMiWkFVX3lxTE51UWVmZDZlMHlTZFdHVUt5N3VCWnNEdkRjS3J0S043cDFUY3hWNWRrTHdTRTVoUnFuZXhCUDllTUVYLWdHa0RYdUtrZks1S3RhZTh1N1pETFpJZ9IBVEFVX3lxTE9wQzNhNHQxVUVTcnZXUkFHTnlyRng4M0drT3ZQZU04TUNLdUl6NFNXQ0J5SFBidXZETWpLZXVCZFJ0blc3OEl2eHYwUThSV2ZwYmxIRg?oc=5,05-22 16:49 KST,2026-05-22T16:49:54+09:00,kr_google_news,중간,,0,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
5c757aa95d4455e81a80,한국주식,,국민성장펀드 완판에 코스닥 급등...환율 50일 만에 최고,,Google News KR,https://news.google.com/rss/articles/CBMigwFBVV95cUxPUDdSZWozS0hrN0lxR1ExdXhkSmQ5UlB4ckFDYUM5bXV6VFVjejNrTGFQMnVOc0d6MG5fQnpYRGY0RmUtV3lCNUszMkV2VDBHaFNqVWVQZkgwS2ZxRVJlWWwwN0hlN0tBcEFuVm9ra3FXaEYzUHJURlEyVkpxY0JyS0Y2dw?oc=5,05-22 16:36 KST,2026-05-22T16:36:00+09:00,kr_google_news,중간,,0,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
5c91e7cda4f675d6f88f,한국주식,,‘반도체·증시가 끌어올렸다’... 소비심리 한 달 만에 반등 - 충남일보,,Google News KR,https://news.google.com/rss/articles/CBMic0FVX3lxTE5LNkxGQXU0UnpwMG0zdHpraXI3ZnM3UmJxX0RFemlwa1hHSURIQ0Q0cTljUTZwUE5hNUhkNVhTblc4LWx6aDNMM2lNb05KU3k5MHltTWNxZTU3MXZsUjlHbTljWjRKb1dGMlN3dXZablIwYlk?oc=5,05-22 14:02 KST,2026-05-22T14:02:50+09:00,kr_google_news,중간,,1,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
723f74b39b481fc1cb1f,한국주식,,"증권가, 하반기 '1만스피' 전망...주도 업종은 반도체·방산·증권 - 오피니언뉴스",,Google News KR,https://news.google.com/rss/articles/CBMicEFVX3lxTE1zVDBjM3laU3RCNE55Yk1zMlRlaFJ0bnNLQ0tfc2dmaEt2S216WDZackR2NVJmTTdhalBYYkdjb1g5aFVTaGZXYUxEcnhMUjQ1NXNxUEpLTU5lSERLenk0XzhuMXJRUm84NG5wV085MkQ?oc=5,05-22 13:55 KST,2026-05-22T13:55:22+09:00,kr_google_news,중간,,0,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
32eae302f29869418178,한국주식,,"원·달러 환율, 종전 기대감에 하락 출발…""영국 정치리스크는 변수"" - 한국경제",,Google News KR,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5ydVZQTzhoVm4xUm1tMXZ3ck5XenEtQkRqS3FROWViTDNaNS04X1BtemhUZXlBRjk5aFVjaEQtNW12OHoxWU85Tkg1dTRZN1VNNmE0aUZIX3NZd9IBVEFVX3lxTE0xZVhsd0w4N1pDVTVRZ21GaWQtSGhrbjd0eHhweUNJN0t2b1ZUb2xkZ2ZPTDdlU2wweHFObm80b3lFcHpMRXlrRnhGUDJBY3JxNnFaRg?oc=5,05-22 11:09 KST,2026-05-22T11:09:15+09:00,kr_google_news,중간,,-1,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
1e78756dd9bbe9268f58,한국주식,,5월 소비심리지수 상승 전환…“반도체·증시 영향”,,Google News KR,https://news.google.com/rss/articles/CBMiT0FVX3lxTE16clJkN1o1cUc5alFadlVUVjFObW5zWjgtaS1YOW54N2xwY0FEQnhNS2JzOFBMc0swcldsX1Q3RVBmeVBVR0ZSMENCWERnVDQ?oc=5,05-22 10:29 KST,2026-05-22T10:29:14+09:00,kr_google_news,중간,,1,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
27a3f6a31520f08d214e,한국주식,,5월 소비자심리지수 상승 전환…“반도체·증시 호조 영향” - KBS 뉴스,,Google News KR,https://news.google.com/rss/articles/CBMiW0FVX3lxTE02cU5CVVBCTU00WW9BTkljNnRva3gwMWViZkFULXhGbWJGN25iOHV3LTNGZFhlcXRVUUZBNXN2LTQySFVDVWJSUmV5ODJvbnFyY3NlVFl5VmIxUXc?oc=5,05-22 09:44 KST,2026-05-22T09:44:00+09:00,kr_google_news,중간,,1,,5,2026-05-23 08:50:29,2026-05-23 08:50:29,1
9a62e1ba4c18edab6335,한국주식,,"코스피, 0.41% 오른 7,847로 마감…코스닥 4.99% 급등(종합) - 연합뉴스",,Google News KR,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBLMkdiSFVKQlZjVldrU21MNmNiVTZUb1FxemZfZlF4dzY2QkJyMGhUVGp1cUlXU3M5U21Sa0pNZkM3R3B3bnltLTd2WTZ5YVh5WXhjNzZUNm13NzjSAWBBVV95cUxNaGlIUjlHdU9vYU42eWJCVW5JaWdvSjZiMUR2X2xkNEhRNHVvNGJTakZqTkg4eDlrQVpuMG9FdWhieDVOT2dra2NNQ3U2eWJnUVlyUy0zNmlkMlBlbDRWazk?oc=5,05-22 16:40 KST,2026-05-22T16:40:31+09:00,kr_google_news,낮음,,0,,4,2026-05-23 08:50:29,2026-05-23 08:50:29,1
