symbol,corp_code,name,year,revenue,operating_income,net_income,total_equity,total_debt,total_assets,current_assets,current_liabilities,retained_earnings,eps,eps_prev,per,pbr,shares_outstanding,market_cap,roe,debt_ratio,operating_margin,net_margin,revenue_growth,eps_growth,peg,div,quality_score,value_score,growth_score,updatedAt
034730,00181712,,2023,131237878000000.0,5056378000000.0,-406387000000.0,77879050000000.0,129091214000000.0,206970264000000.0,64834622000000.0,65353291000000.0,13668066000000.0,,,,,,,-0.52,165.76,3.85,-0.31,,,,,28.2,43.4,50.0,2026-06-22 16:43:45
035420,00266961,,2024,10737719264647.0,1979263438827.0,1931976372953.0,27000911848337.0,11166964187683.0,38167876036020.0,9374912034828.0,6092160669672.0,25964961560851.0,,,,,,,7.16,41.36,18.43,17.99,,,,,69.3,61.6,50.0,2026-06-22 16:43:45
035420,00266961,,2023,9670643576585.0,1488820269608.0,985017762493.0,24237998815553.0,11499828148842.0,35737826964395.0,7028076457880.0,6305568632198.0,24544359050688.0,,,,,,,4.06,47.45,15.4,10.19,,,,,61.3,58.5,50.0,2026-06-22 16:43:45
035720,00258801,,2024,7871692199887.0,460212161525.0,-161870567171.0,13942894159737.0,11830134144725.0,25773028304462.0,10958808525169.0,8632656976873.0,1943498463402.0,,,,,,,-1.16,84.85,5.85,-2.06,,,,,42.0,51.5,50.0,2026-06-22 16:43:45
035720,00258801,,2023,7557001757272.0,460857845673.0,-1816669011014.0,13858599224126.0,11321369715195.0,25179968939321.0,8943259940386.0,6766752561041.0,1922136928615.0,,,,,,,-13.11,81.69,6.1,-24.04,,,,,42.6,51.8,50.0,2026-06-22 16:43:45
035900,00258689,,2024,601787883332.0,128262269240.0,97714913917.0,482881501386.0,195900558505.0,678782059891.0,362268599891.0,174828773094.0,389528327045.0,,,,,,,20.24,40.57,21.31,16.24,,,,,89.3,72.1,50.0,2026-06-22 16:43:45
035900,00258689,,2023,566500542871.0,169443909949.0,105016740741.0,398042670936.0,173490775206.0,571533446142.0,368755808500.0,154345051751.0,310800033061.0,,,,,,,26.38,43.59,29.91,18.54,,,,,98.0,75.6,50.0,2026-06-22 16:43:45
036930,00252135,,2024,409393371588.0,97196211588.0,106814110967.0,566590299600.0,420234495676.0,986824795276.0,398129947454.0,191704927851.0,421753870306.0,,,,,,,18.85,74.17,23.74,26.09,,,,,82.1,67.7,50.0,2026-06-22 16:43:45
036930,00252135,,2023,284745246660.0,28937462812.0,34000802285.0,514747817845.0,290513573540.0,805261391385.0,239031396471.0,61548330782.0,335192985694.0,,,,,,,6.61,56.44,10.16,11.94,,,,,59.6,59.6,50.0,2026-06-22 16:43:45
039030,00246417,,2024,320945496298.0,31201085341.0,42670270031.0,603031420844.0,49983890382.0,653015311226.0,445645616892.0,48106248426.0,523774882424.0,,,,,,,7.08,8.29,9.72,13.3,,,,,67.2,64.8,50.0,2026-06-22 16:43:45
039030,00246417,,2023,316384019477.0,28334755251.0,36393252840.0,562459514548.0,49219483901.0,611678998449.0,429338086912.0,47021471576.0,486374900936.0,,,,,,,6.47,8.75,8.96,11.5,,,,,65.6,64.3,50.0,2026-06-22 16:43:45
039440,00298340,,2024,334022337411.0,27287364136.0,27141396314.0,260790332315.0,107975821028.0,368766153343.0,260644211882.0,106626163332.0,191043632293.0,,,,,,,10.41,41.4,8.17,8.13,,,,,65.9,64.2,50.0,2026-06-22 16:43:45
039440,00298340,,2023,319462564774.0,23946351563.0,24075406070.0,237680507026.0,78523176264.0,316203683290.0,217026789134.0,77929175202.0,167601666617.0,,,,,,,10.13,33.04,7.5,7.54,,,,,66.2,64.8,50.0,2026-06-22 16:43:45
041510,00260930,,2024,989725343114.0,87296655446.0,818849820.0,829079862089.0,590028281693.0,1419108143782.0,814044282096.0,484572824709.0,319853541285.0,,,,,,,0.1,71.17,8.82,0.08,,,,,46.5,53.0,50.0,2026-06-22 16:43:45
041510,00260930,,2023,961069716545.0,113463014394.0,82683480181.0,909398072974.0,631575864424.0,1540973937398.0,858315612315.0,519297109950.0,365353916780.0,,,,,,,9.09,69.45,11.81,8.6,,,,,62.7,60.3,50.0,2026-06-22 16:43:45
042660,00111704,,2024,10776004933627.0,237876379317.0,528212898147.0,4863349890725.0,12980459270570.0,17843809161295.0,11246034307660.0,10346614469478.0,236448278992.0,,,,,,,10.86,266.9,2.21,4.9,,,,,38.1,48.7,50.0,2026-06-22 16:43:45
042660,00111704,,2023,7408312265643.0,-196498300366.0,160043854483.0,4312157120697.0,9632615571697.0,13944772692394.0,9217523943523.0,7459444078866.0,-2868157127311.0,,,,,,,3.71,223.38,-2.65,2.16,,,,,23.4,43.0,50.0,2026-06-22 16:43:45
042700,00161383,,2024,558917191547.0,255391604854.0,152614498001.0,540887863389.0,169984503289.0,710872366678.0,407791209288.0,160040613379.0,610049963397.0,,,,,,,28.22,31.43,45.69,27.31,,,,,100.0,76.9,50.0,2026-06-22 16:43:45
042700,00161383,,2023,159008528366.0,34571410992.0,267167515858.0,571898625127.0,151940478614.0,723839103741.0,319391328603.0,105009650585.0,532248974169.0,,,,,,,46.72,26.57,21.74,168.02,,,,,100.0,77.3,50.0,2026-06-22 16:43:45
047810,00309503,,2024,3633742105840.0,240718310400.0,170895410977.0,1727176882121.0,6298361527272.0,8025538409393.0,5439008063568.0,4914742846130.0,1111014146545.0,,,,,,,9.89,364.66,6.62,4.7,,,,,40.1,47.9,50.0,2026-06-22 16:43:45
047810,00309503,,2023,3819344382446.0,247510483155.0,221401119895.0,1619940517277.0,5519636411444.0,7139576928721.0,4680966964634.0,4400307820313.0,1002625836715.0,,,,,,,13.67,340.73,6.48,5.8,,,,,45.7,50.9,50.0,2026-06-22 16:43:45
051910,00356361,,2024,48916104000000.0,916798000000.0,515011000000.0,47995463000000.0,45862299000000.0,93857762000000.0,27815627000000.0,21085717000000.0,18592174000000.0,,,,,,,1.07,95.56,1.87,1.05,,,,,38.8,51.3,50.0,2026-06-22 16:43:45
051910,00356361,,2023,55249785000000.0,2529196000000.0,2053425000000.0,40938185000000.0,36528509000000.0,77466694000000.0,28859296000000.0,18390839000000.0,19650632000000.0,,,,,,,5.02,89.23,4.58,3.72,,,,,47.8,55.1,50.0,2026-06-22 16:43:45
055550,00382199,,2024,,6458670000000.0,4558170000000.0,58821033000000.0,680943223000000.0,739764256000000.0,,,39020580000000.0,,,,,,,7.75,1157.65,,,,,,,31.6,46.2,50.0,2026-06-22 16:43:45
055550,00382199,,2023,,6100850000000.0,4478000000000.0,56321865000000.0,635473468000000.0,691795333000000.0,,,36387314000000.0,,,,,,,7.95,1128.29,,,,,,,31.9,46.4,50.0,2026-06-22 16:43:45
058470,00369657,,2024,278186189427.0,124201343872.0,113279046428.0,622629112163.0,34814668593.0,657443780756.0,449498090730.0,30614692642.0,611759633069.0,,,,,,,18.19,5.59,44.65,40.72,,,,,91.4,74.0,50.0,2026-06-22 16:43:45
058470,00369657,,2023,255573034656.0,114378400291.0,110923015440.0,557074198066.0,25795267228.0,582869465294.0,372372898847.0,23110842940.0,546204718972.0,,,,,,,19.91,4.63,44.75,43.4,,,,,94.2,75.5,50.0,2026-06-22 16:43:45
064350,00302926,,2024,4376597857000.0,456565534000.0,405259414000.0,2009085189000.0,3276309551000.0,5285394740000.0,3686316730000.0,3019853718000.0,688613752000.0,,,,,,,20.17,163.07,10.43,9.26,,,,,64.1,59.8,50.0,2026-06-22 16:43:45
064350,00302926,,2023,3587382453000.0,210046594000.0,156778978000.0,1646976156000.0,3594508619000.0,5241484775000.0,3690167249000.0,3204670379000.0,317176751000.0,,,,,,,9.52,218.25,5.86,4.37,,,,,39.0,47.6,50.0,2026-06-22 16:43:45
066970,00398701,,2024,1907478512809.0,-558685355192.0,-380729239417.0,723347931361.0,2076483586372.0,2799831517733.0,1089837750806.0,1552202559623.0,-22707262796.0,,,,,,,-52.63,287.07,-29.29,-19.96,,,,,10.0,40.0,50.0,2026-06-22 16:43:45
066970,00398701,,2023,4644090367589.0,-222296651919.0,-194922089742.0,1109988603801.0,2241456006787.0,3351444610588.0,1969480525059.0,1747319185275.0,357864909593.0,,,,,,,-17.56,201.94,-4.79,-4.2,,,,,16.2,40.0,50.0,2026-06-22 16:43:45
067310,00445054,,2024,1250692575645.0,106792878899.0,-11157290055.0,605829084189.0,1338819768429.0,1944648852618.0,615552798363.0,620248022180.0,32042843524.0,,,,,,,-1.84,220.99,8.54,-0.89,,,,,26.8,40.0,50.0,2026-06-22 16:43:45
067310,00445054,,2023,967971484717.0,57904676214.0,963094987.0,544387369437.0,1180702762437.0,1725090131874.0,431596263534.0,644682194150.0,60218387021.0,,,,,,,0.18,216.89,5.98,0.1,,,,,25.1,40.1,50.0,2026-06-22 16:43:45
068270,00413046,,2024,3557303554371.0,492015534847.0,418883310404.0,17580062368691.0,3475160069015.0,21055222437706.0,5584129149603.0,3187120605915.0,3744280141368.0,,,,,,,2.38,19.77,13.83,11.78,,,,,61.7,59.9,50.0,2026-06-22 16:43:45
068270,00413046,,2023,2176431531380.0,651481422157.0,539706505110.0,17125794307235.0,2791739989934.0,19917534297169.0,5009357806990.0,2470579210688.0,3963573529273.0,,,,,,,3.15,16.3,29.93,24.8,,,,,67.3,60.9,50.0,2026-06-22 16:43:45
078930,00500254,,2024,25297467000000.0,3060163000000.0,863517000000.0,18470356000000.0,16593042000000.0,35063398000000.0,5706980000000.0,6060442000000.0,14458597000000.0,,,,,,,4.68,89.84,12.1,3.41,,,,,53.2,54.8,50.0,2026-06-22 16:43:45
078930,00500254,,2023,25978494000000.0,3721802000000.0,1578711000000.0,17625195000000.0,16823230000000.0,34448425000000.0,5982341000000.0,6573930000000.0,14147282000000.0,,,,,,,8.96,95.45,14.33,6.08,,,,,60.6,57.6,50.0,2026-06-22 16:43:45
079550,00503668,,2024,3276339508425.0,229779392271.0,216648719554.0,1237435235062.0,4887829418155.0,6125264653217.0,3894568274428.0,4616518043951.0,907139560022.0,,,,,,,17.51,395.0,7.01,6.61,,,,,51.9,54.0,50.0,2026-06-22 16:43:45
