symbol,market,unsupported_data_type,failure_reason,recommended_action,updated_at
214450,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
214450,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
222800,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
222800,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
222800,한국주식,flow,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
247540,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
247540,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
259960,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
259960,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
259960,한국주식,flow,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
267260,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
267260,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
272210,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
272210,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
277810,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
277810,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
277810,한국주식,flow,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
278470,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
278470,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
278470,한국주식,flow,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
298040,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
298040,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
329180,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
329180,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
373220,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
373220,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
375500,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
375500,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
402340,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
402340,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
403870,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
403870,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
454910,한국주식,quote,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
454910,한국주식,orderbook,market_closed,장마감 시간: 장중 재확인 필요,2026-05-20 22:54:55
AAOI,미국주식,sector_flow,sector_sample_or_mapping,미국주식 현재가 API endpoint/파라미터/fallback 확인 (AAOI),2026-05-20 22:54:55
BTC-USD,미국주식,quote,unsupported_quote_api,미국주식 현재가 API가 해당 심볼을 지원하지 않습니다. 후보 CSV 가격 fallback만 검토하세요.,2026-05-20 22:54:55
BTC-USD,미국주식,sector_flow,sector_sample_or_mapping,미국주식 현재가 API가 해당 심볼을 지원하지 않습니다. 후보 CSV 가격 fallback만 검토하세요.,2026-05-20 22:54:55
SIMO,미국주식,sector_flow,sector_sample_or_mapping,미국주식 현재가 API endpoint/파라미터/fallback 확인 (SIMO),2026-05-20 22:54:55
