symbol,market,source_group,quote_available,quote_partial_available,quote_full_available,orderbook_available,flow_available,sector_flow_available,quote_status,orderbook_status,flow_status,quote_source,quote_failure_reason,orderbook_failure_reason,flow_failure_reason,normalized_symbol,symbol_format_valid,market_session,likely_root_cause,recoverable,recommended_action,updated_at
009150,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,009150,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
009540,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,009540,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
010120,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,010120,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
010140,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,010140,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
011070,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,011070,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
012330,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,012330,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
012450,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,012450,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
015760,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,015760,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
018260,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,018260,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
034020,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,034020,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
035420,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,035420,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
035720,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,035720,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
036930,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,036930,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
042660,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,042660,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
042700,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,042700,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
047810,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,047810,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
051910,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,051910,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
055550,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,055550,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
058470,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,058470,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
064350,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,064350,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
066970,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,066970,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
067310,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,067310,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
068270,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,068270,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
079550,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,079550,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
086520,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,086520,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
086790,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,086790,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
090360,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,090360,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
095340,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,095340,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
103590,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,103590,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
105560,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,105560,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
108490,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,108490,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
131970,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,131970,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
138040,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,138040,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
196170,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,196170,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
207940,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,207940,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
214150,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,214150,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
214450,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,214450,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
222800,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,222800,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
247540,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,247540,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
267260,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,267260,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
272210,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,272210,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
277810,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,277810,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
298040,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,298040,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
329180,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,329180,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
373220,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,373220,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
375500,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,375500,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
402340,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,402340,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
403870,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,kr_flow_market_closed,missing,market_closed,market_closed,kr_flow_market_closed,403870,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
454910,한국주식,unknown,False,False,False,False,False,False,market_closed,market_closed,unknown,missing,market_closed,market_closed,unknown,454910,True,closed,market_closed,False,장마감 시간: 장중 재확인 필요,2026-05-25 16:09:16
AAOI,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,AAOI,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
AAPL,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,AAPL,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
ACHR,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,ACHR,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
ALAB,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,ALAB,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
AMD,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,AMD,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
AMZN,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,AMZN,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
ANET,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,ANET,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
APP,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,APP,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
ARM,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,ARM,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
ASTS,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,ASTS,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
AVAV,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,AVAV,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
AVGO,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,AVGO,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
BMNR,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,BMNR,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
BTC-USD,미국주식,unknown,False,False,False,False,True,False,no_data,endpoint_not_configured,success,missing,unsupported_quote_api,endpoint_not_configured,unknown,BTC-USD,True,regular,unsupported_quote_api,False,미국주식 현재가 API가 해당 심볼을 지원하지 않습니다. 후보 CSV 가격 fallback만 검토하세요.,2026-05-25 16:09:16
CAT,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,CAT,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
CEG,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,CEG,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
COHR,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,COHR,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
COIN,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,COIN,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
CRCL,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,CRCL,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
CRDO,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,CRDO,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
DDOG,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,DDOG,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
DUOL,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,DUOL,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
ETN,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,ETN,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
GE,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,GE,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
GOOGL,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,GOOGL,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
HIMS,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,HIMS,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
HOOD,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,HOOD,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
HUT,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,HUT,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
INTC,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,INTC,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
IONQ,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,IONQ,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
IREN,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,IREN,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
IWM,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,IWM,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
JOBY,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,JOBY,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
KTOS,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,KTOS,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
LITE,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,LITE,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
LUNR,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,LUNR,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
MDB,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,MDB,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
META,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,META,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
MRVL,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,MRVL,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
MSFT,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,MSFT,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
MU,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,MU,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
NBIS,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,NBIS,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
NET,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,NET,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
NVDA,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,NVDA,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
OKLO,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,OKLO,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
PLTR,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,PLTR,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
QQQ,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,QQQ,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
QUBT,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,QUBT,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
RDDT,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,RDDT,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
RGTI,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,RGTI,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
RKLB,미국주식,unknown,True,True,True,False,True,False,success,endpoint_not_configured,success,finnhub_quote,unknown,endpoint_not_configured,unknown,RKLB,True,regular,data_available,False,KIS 실패 후 Finnhub 보조 수신. 호가/체결강도는 API 미지원 가능성,2026-05-25 16:09:16
