market,symbol,name,corp_code,title,date,rcept_no,source,url,collection_status,collection_message,collected_at
kr,178320,서진시스템,00838005,주식등의대량보유상황보고서(일반),20260716,20260716000812,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000812,000,정상,2026-07-20 09:35:20
kr,223310,사토시홀딩스,01075126,[기재정정]금전대여결정              ,20260716,20260716900990,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716900990,000,정상,2026-07-20 09:35:20
kr,052420,오성첨단소재,00350048,타법인주식및출자증권취득결정              ,20260716,20260716900971,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716900971,000,정상,2026-07-20 09:35:20
kr,084370,유진테크,00531014,임원ㆍ주요주주특정증권등소유상황보고서,20260716,20260716000811,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000811,000,정상,2026-07-20 09:35:20
kr,003070,코오롱글로벌,00152880,타인에대한채무보증결정              ,20260716,20260716801008,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716801008,000,정상,2026-07-20 09:35:20
kr,,성경식품,01149847,[기재정정]특수관계인의유상증자참여,20260716,20260716000810,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000810,000,정상,2026-07-20 09:35:20
kr,,흥아프로퍼티그룹,00764746,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],20260716,20260716000808,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716000808,000,정상,2026-07-20 09:35:20
kr,002810,삼영무역,00127167,주주명부폐쇄기간또는기준일설정              ,20260716,20260716800988,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260716800988,000,정상,2026-07-20 09:35:20
kr,066790,씨씨에스,00249441,투자판단관련주요경영사항              (최대주주 보유주식 가압류/압류 일부 해제),20260721,20260721901491,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901491,000,정상,2026-07-21 22:08:59
kr,348950,제이알글로벌리츠,01415892,투자판단관련주요경영사항              ,20260721,20260721801490,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721801490,000,정상,2026-07-21 22:08:59
kr,397030,에이프릴바이오,01375822,투자판단관련주요경영사항              (기술도입 계약 체결),20260721,20260721901489,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901489,000,정상,2026-07-21 22:08:59
kr,006220,제주은행,00148832,불성실공시법인지정              ,20260721,20260721801488,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721801488,000,정상,2026-07-21 22:08:59
kr,024830,세원물산,00173591,소속부변경              ,20260721,20260721901476,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901476,000,정상,2026-07-21 22:08:59
kr,044180,KD,00111218,[기재정정]회생절차개시결정              ,20260721,20260721901463,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901463,000,정상,2026-07-21 22:08:59
kr,066430,아이로보틱스,00370200,소송등의제기ㆍ신청(경영권분쟁소송)              (주주총회결의 취소 등의 소),20260721,20260721901345,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901345,000,정상,2026-07-21 22:08:59
kr,106240,파인테크닉스,00755739,주요사항보고서(자기전환사채매도결정),20260721,20260721001258,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001258,000,정상,2026-07-21 22:08:59
kr,276730,한울앤제주,01230255,[기재정정]주요사항보고서(전환사채권발행결정),20260721,20260721001237,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001237,000,정상,2026-07-21 22:08:59
kr,276730,한울앤제주,01230255,신주인수권행사              (제11회차),20260721,20260721901279,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901279,000,정상,2026-07-21 22:08:59
kr,065150,대산F&B,00390860,소속부변경              ,20260721,20260721901455,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901455,000,정상,2026-07-21 22:08:59
kr,065150,대산F&B,00390860,주권매매거래정지해제              (상장유지 결정),20260721,20260721901454,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901454,000,정상,2026-07-21 22:08:59
kr,053580,웹케시,00323868,단일판매ㆍ공급계약체결              ,20260721,20260721901451,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901451,000,정상,2026-07-21 22:08:59
kr,071950,코아스,00210856,[기재정정]주요사항보고서(유상증자결정),20260721,20260721001367,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001367,000,정상,2026-07-21 22:08:59
kr,405000,플라즈맵,01575839,조회공시요구(현저한시황변동)              ,20260721,20260721901436,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901436,000,정상,2026-07-21 22:08:59
kr,307180,아이엘,01326279,주식등의대량보유상황보고서(일반),20260721,20260721001370,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001370,000,정상,2026-07-21 22:08:59
kr,005930,삼성전자,00126380,임원ㆍ주요주주특정증권등소유상황보고서,20260721,20260721001369,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721001369,000,정상,2026-07-21 22:08:59
kr,009730,이렘,00116426,정정신고서제출요구( 2026.07.09. 제출 증권신고서(지분증권) ),20260721,20260721100082,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721100082,000,정상,2026-07-21 22:08:59
kr,065150,대산F&B,00390860,기타시장안내              (기업심사위원회 심의·의결 결과 및 상장유지 결정 안내),20260721,20260721901444,DART,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260721901444,000,정상,2026-07-21 22:08:59
