market,symbol,name,inHoldings,inWatchlist,inTargets,inRecommendations,inCurrentPriceFile,dataStatus,missingReason,source
kr,005070,코스모신소재,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,005380,현대차,false,true,true,true,true,NORMAL,,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,005490,POSCO홀딩스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,005930,삼성전자,false,true,true,true,true,NORMAL,,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,006260,LS,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_balanced_mid.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,006340,대원전선,false,false,true,false,false,PRICE_PENDING,current_price_not_collected,kis_collection_targets_kr.csv
kr,006360,GS건설,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,006400,삼성SDI,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_mid.csv|mone_v36_final_recommendations_kr_balanced_short.csv|mone_v36_final_recommendations_kr_balanced_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,007660,이수페타시스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,009150,삼성전기,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,009540,HD한국조선해양,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,010120,LS ELECTRIC,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,010130,고려아연,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,010140,삼성중공업,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,010950,S-Oil,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,011070,LG이노텍,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,011200,HMM,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,012330,현대모비스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,012450,한화에어로스페이스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,015760,한국전력,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,017670,SK텔레콤,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,018260,삼성에스디에스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,028670,팬오션,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,030200,KT,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,032640,LG유플러스,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,032830,삼성생명,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,034020,두산에너빌리티,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,034730,SK,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,035420,NAVER,false,true,true,true,true,NORMAL,,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,035720,카카오,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,035900,JYP Ent.,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,036930,주성엔지니어링,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,039030,이오테크닉스,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,039440,에스티아이,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,041510,에스엠,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,042660,한화오션,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,042700,한미반도체,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,047810,한국항공우주,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,051910,LG화학,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,055550,신한지주,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_mid.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,058470,리노공업,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_mid.csv|mone_v36_final_recommendations_kr_balanced_short.csv|mone_v36_final_recommendations_kr_balanced_swing.csv|mone_v36_final_recommendations_kr_conservative_mid.csv|mone_v36_final_recommendations_kr_conservative_short.csv|mone_v36_final_recommendations_kr_conservative_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,064350,현대로템,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,066970,엘앤에프,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,067310,하나마이크론,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,068270,셀트리온,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,078930,GS,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,079550,LIG넥스원,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,086280,현대글로비스,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,086520,에코프로,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,086790,하나금융지주,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,086900,메디톡스,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,089030,테크윙,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,090360,로보스타,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,095340,ISC,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,096770,SK이노베이션,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,103590,일진전기,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,105560,KB금융,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,108320,LX세미콘,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,108490,로보티즈,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,121600,나노신소재,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,128940,한미약품,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,131970,두산테스나,true,true,true,false,true,NORMAL,,holdings_kr.csv|kis_collection_targets_kr.csv|watchlist_kr_growth.csv
kr,138040,메리츠금융지주,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,145020,휴젤,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,196170,알테오젠,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_mid.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,207940,삼성바이오로직스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_short.csv|mone_v36_final_recommendations_kr_balanced_swing.csv|mone_v36_final_recommendations_kr_conservative_mid.csv|mone_v36_final_recommendations_kr_conservative_short.csv|mone_v36_final_recommendations_kr_conservative_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,214150,클래시스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_mid.csv|mone_v36_final_recommendations_kr_balanced_short.csv|mone_v36_final_recommendations_kr_balanced_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,214450,파마리서치,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,222800,심텍,true,true,true,true,true,NORMAL,,candidate_universe_kr.csv|holdings_kr.csv|kis_collection_targets_kr.csv|watchlist_kr_growth.csv
kr,240810,원익IPS,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,247540,에코프로비엠,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,259960,크래프톤,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,267260,HD현대일렉트릭,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,272210,한화시스템,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,277810,레인보우로보틱스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,278280,천보,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,278470,에이피알,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,293490,카카오게임즈,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,298040,효성중공업,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,326030,SK바이오팜,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,329180,HD현대중공업,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,352820,하이브,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,353200,대덕전자,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv
kr,373220,LG에너지솔루션,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_short.csv|mone_v36_final_recommendations_kr_balanced_swing.csv|mone_v36_final_recommendations_kr_conservative_mid.csv|mone_v36_final_recommendations_kr_conservative_short.csv|mone_v36_final_recommendations_kr_conservative_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,375500,DL이앤씨,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|mone_v36_final_recommendations_kr_aggressive_mid.csv|mone_v36_final_recommendations_kr_aggressive_short.csv|mone_v36_final_recommendations_kr_aggressive_swing.csv|mone_v36_final_recommendations_kr_balanced_mid.csv|mone_v36_final_recommendations_kr_balanced_short.csv|mone_v36_final_recommendations_kr_balanced_swing.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,402340,SK스퀘어,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,403870,HPSP,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
kr,454910,두산로보틱스,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_kr.csv|kis_collection_targets_kr.csv|watchlist_kr.csv|watchlist_kr_growth.csv
us,AAOI,Applied Optoelectronics,true,false,true,false,true,NORMAL,,holdings_us.csv|kis_collection_targets_us.csv
us,AAPL,Apple,false,true,true,true,true,NORMAL,,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_balanced_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,ACHR,Archer Aviation,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,AI,C3.ai,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,ALAB,Astera Labs,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,AMAT,Applied Materials,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,AMD,AMD,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,AMZN,Amazon,false,true,true,true,true,NORMAL,,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|mone_v36_final_recommendations_us_balanced_short.csv|mone_v36_final_recommendations_us_balanced_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,ANET,Arista Networks,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,APP,AppLovin,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,ARM,ARM,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,ASML,ASML,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,ASTS,AST SpaceMobile,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,AVAV,AeroVironment,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,AVGO,Broadcom,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,BBAI,BigBear.ai,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,BMNR,비트마인 이머전 테크놀로지스,true,true,true,false,true,NORMAL,,holdings_us.csv|kis_collection_targets_us.csv|watchlist_us_growth.csv
us,BTC-USD,Bitcoin,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,CAT,Caterpillar,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,CAVA,CAVA,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,CEG,Constellation Energy,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,CELH,Celsius,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,COHR,Coherent,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|mone_v36_final_recommendations_us_aggressive_mid.csv|mone_v36_final_recommendations_us_aggressive_short.csv|mone_v36_final_recommendations_us_aggressive_swing.csv|mone_v36_final_recommendations_us_balanced_mid.csv|mone_v36_final_recommendations_us_balanced_short.csv|mone_v36_final_recommendations_us_conservative_mid.csv|mone_v36_final_recommendations_us_conservative_short.csv|mone_v36_final_recommendations_us_conservative_swing.csv|watchlist_us.csv|watchlist_us_growth.csv
us,COIN,Coinbase,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,COST,Costco,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,CRCL,써클 인터넷 그룹,true,true,true,true,true,NORMAL,,candidate_universe_us.csv|holdings_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,CRDO,Credo Technology,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,CRM,Salesforce,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,CRWD,CrowdStrike,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,DDOG,Datadog,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,DELL,DELL,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,DUOL,Duolingo,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,ELF,e.l.f. Beauty,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,ESTC,Elastic,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,ETN,Eaton,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
us,EXAS,Exact Sciences,false,false,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv
us,GE,GE Aerospace,false,true,true,true,false,PRICE_PENDING,current_price_not_collected,candidate_universe_us.csv|kis_collection_targets_us.csv|watchlist_us.csv|watchlist_us_growth.csv
