시장,예측대상일,실전우선순위,실전최종판정,실전판정이유,상태,매수행동,매수금지,종목,판정,실시간현재가,실시간괴리,실시간판정,학습보정,학습요약,품질점수,재무,수급,품질요약,보정신뢰도,매매적합도,앙상블추정점수,성과보정,추천수량,주문예상금액,3분할계획,예상평단,평단손절위험,1R위험금액,매수단위근거,손익비,우선진입가,보수대기선,지지존,저항존,진입거리,전일대비진입,손절가,손절폭,1차익절가,익절거리,2차익절가,예상시초가,예상종가범위,주문검증,주문검증메모,진입근거,주의사유,금지사유,행동이유,created_at,session_type,session_label,basis_ohlc_date,basis_open,basis_high,basis_low,basis_close,basis_volume,basis_source,current_price_at_prediction,current_price_source,stock_code,stock_name,prediction_freshness,prediction_freshness_issue,basis_ohlc_valid,basis_ohlc_issue,invalidation_condition,data_status,risk_reward_ratio,final_judgment,suggested_action,reason,risk_reason,buy_reason,report_generated_at
미국주식,2026-05-22,-43.1,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,SNOW,관망 우위,$172.20,+2.09%,실시간 확인,학습 중립,익절 약함 0% / 손절 낮음 0% / 방향부진 0% / 종가오차 낮음 2.3%,9,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 126.8% / 영업이익률 개선 +18.1%p / 미장은 현재 Finnhub quote 중심, 기관/",6,0,0,성과보정 중립,8주,"$1,349.36",1차 $168.67 30% / 2차 $160.24 30% / 3차 $171.20 40%,$167.15,3.96%,$63.04,손절 리스크 한도 기준,1.45,$168.67,$177.90,$162.07 ~ $164.92,$176.12 ~ $179.72,-0.50%,+1.89%,$160.79,+4.67%,$180.08,+6.76%,$185.59,$169.52,$164.34 ~ $188.65,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 3.6% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:13:28,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-43.1,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,MDB,관망 우위,$326.13,+1.57%,실시간 확인,학습 중립,손절 낮음 0% / 방향부진 0%,14,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 91.9% / 영업이익률 개선 +9.8%p / 미장은 현재 Finnhub quote 중심, 기관/외국",0,0,0,성과보정 중립,2주,$642.20,1차 $321.10 30% / 2차 $305.05 30% / 3차 $325.92 40%,$318.21,7.04%,$47.64,손절 리스크 한도 기준,1.37,$321.10,$319.65,$300.01 ~ $307.72,$329.38 ~ $336.26,-0.47%,+1.13%,$297.28,+7.42%,$353.68,+10.15%,$370.26,$322.63,$302.46 ~ $355.71,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.0% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:13:42,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-43.6,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,DUOL,관망 우위,$106.61,+0.62%,진입가 근처,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,14,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 180.8% / 영업이익률 양호 15.3% / 미장은 현재 Finnhub quote 중심, 기관/외국",0,0,0,성과보정 중립,13주,"$1,377.35",1차 $105.95 30% / 2차 $100.65 30% / 3차 $107.54 40%,$105.00,4.33%,$69.03,손절 리스크 한도 기준,1.47,$105.95,$107.75,$101.62 ~ $104.40,$114.38 ~ $117.16,-0.58%,+0.29%,$100.64,+5.01%,$113.75,+7.36%,$116.72,$106.57,$98.78 ~ $116.57,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.4% 이내,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),손익비 1:1.5 미만 (현재 1.47) / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 손익비 1:1.5 미만 (현재 1.47) / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:14:08,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-43.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,LITE,관망 우위,$946.90,+2.24%,실시간 확인,학습 위험,익절 약함 0% / 방향부진 0%,19,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 영업이익률 양호 21.7% / 영업이익률 개선 +22.4%p / 미장은 현재 Finnhub quote 중심, 기관/외",0,12,0,성과보정 중립,1주,$926.12,1차 $926.12 30% / 2차 $879.81 30% / 3차 $940.01 40%,$917.78,4.48%,$47.66,손절 리스크 한도 기준,2.82,$926.12,$856.30,$901.65 ~ $938.79,"$1,072.85 ~ $1,109.99",-2.72%,-3.98%,$878.46,+5.15%,"$1,060.71",+14.53%,"$1,097.42",$952.02,"$782.48 ~ $1,091.04",정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내 / 검증학습 -0.59% 진입가 보정,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음 | 매수금지 필터: 관망 우위 · 방향 적중률 35% 미만 / TP1 터치율 20% 미만 / 거래량 부족 또는 데이터 부족 / 최근 보정 후 성과 악화 / 대형 이벤트일: 변동성 확대 / 이벤트·매크로 고변동 구간 (risk_mult 1.90) / 검증학습 주의: 방향 적중률 낮음 / 최근 손절 빈도 높음,거래량 부족 / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.88%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-8) / 매수금지: 거래량 부족 / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.88%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:06:32,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-44.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,INTC,관망 우위,$119.84,+1.69%,실시간 확인,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,9,재무 보통+,수급 데이터 제한,"영업이익률 개선 +16.9%p / 부채 부담 낮음 36% / 최근 FCF 양호 / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급",0,12,0,성과보정 중립,12주,"$1,414.20",1차 $117.85 30% / 2차 $111.96 30% / 3차 $119.62 40%,$116.79,3.99%,$66.48,손절 리스크 한도 기준,2.29,$117.85,$41.65,$115.27 ~ $118.66,$131.27 ~ $135.56,-0.55%,-0.55%,$112.31,+4.70%,$130.55,+10.78%,$134.81,$118.50,$103.05 ~ $130.26,정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 6.0% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.55%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.55%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:06:18,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-44.2,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,TMDX,관망 우위,$68.94,+2.63%,실시간 확인,학습 위험,익절 약함 0% / 방향부진 0%,4,재무 보통+,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 547.9% / ROE 양호 45.2% / 미장은 현재 Finnhub quote 중심, 기관/외국인 ",12,5,6,성과보정 중립,21주,"$1,410.57",1차 $67.17 30% / 2차 $63.81 30% / 3차 $68.18 40%,$66.57,4.12%,$68.04,손절 리스크 한도 기준,4.01,$67.17,$60.29,$65.76 ~ $67.51,$79.99 ~ $82.02,-2.14%,-2.44%,$63.93,+4.82%,$80.17,+19.35%,$82.21,$68.64,$63.32 ~ $79.81,정상,주문기준 정상범위,지지존 기반: 단기 보통 지지존 상단/중심 근사 / 예상시초가 기준 6.1% 이내 / 검증학습 +0.23% 진입가 보정,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-8) / 매수금지: 주의사유 존재 / 앙상블 약함(6점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:17:26,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-45.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,GOOGL,관망 우위,$382.97,-0.16%,손절가 근접 - 위험구간,학습 중립,익절 약함 0% / 손절 낮음 25% / 방향부진 0% / 종가오차 낮음 1.6%,18,재무 우호,수급 데이터 제한,"3년 매출 성장 42.4% / 영업이익률 양호 36.1% / 영업이익률 개선 +3.7%p / 미장은 현재 Finnhub quote 중심, 기관/",42,9,7,성과보정 중립,5주,"$1,917.90",1차 $383.58 30% / 2차 $364.40 30% / 3차 $389.33 40%,$380.13,0.52%,$27.00,투입금액 한도 기준,1.46,$383.58,$384.24,$380.66 ~ $384.38,$391.49 ~ $395.21,-0.67%,-1.05%,$378.18,+1.41%,$391.49,+2.06%,$395.21,$386.15,$371.65 ~ $396.28,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.46 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(7점 < 45점) / 예상중앙등락 약세(-0.95%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 손절가 근접 - 위험구간 / 매수금지: 주의사유 존재 / 앙상블 약함(7점 < 45점) / 예상중앙등락 약세(-0.95%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:05:37,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-47.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,ACHR,관망 우위,$6.36,+4.95%,익절가 근접 - 신규매수 금지,학습 보통+,손절 낮음 0% / 방향부진 0% / 종가오차 낮음 1.7%,-2,재무 중립,수급 데이터 제한,"분기 매출 3연속 증가 / 영업이익률 개선 +inf%p / 부채 부담 낮음 6% / 미장은 현재 Finnhub quote 중심, 기관/외국인 수",16,18,10,성과보정 중립,291주,"$1,763.46",1차 $6.06 30% / 2차 $5.76 30% / 3차 $6.15 40%,$6.01,3.19%,$69.84,손절 리스크 한도 기준,1.66,$6.06,$6.05,$5.93 ~ $6.09,$6.45 ~ $6.63,-1.94%,-0.98%,$5.82,+3.96%,$6.45,+6.44%,$6.63,$6.18,$5.65 ~ $6.73,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.9% 이내,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(10점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(10점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:17:01,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-47.4,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,META,관망 우위,$610.26,+1.14%,익절가 근접 - 신규매수 금지,학습 부담,익절 약함 0% / 방향부진 0% / 종가오차 낮음 1.9%,8,재무 우호,수급 데이터 제한,"3년 매출 성장 72.3% / 영업이익률 양호 40.6% / ROE 양호 32.9% / 미장은 현재 Finnhub quote 중심, 기관/외국인",36,15,14,성과보정 중립,3주,"$1,810.23",1차 $603.41 30% / 2차 $573.24 30% / 3차 $612.46 40%,$597.98,0.31%,$21.87,투입금액 한도 기준,2.21,$603.41,$600.38,$598.11 ~ $603.11,$621.55 ~ $627.20,-0.02%,-0.65%,$596.12,+1.21%,$619.54,+2.67%,$625.17,$603.54,$582.98 ~ $616.05,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내 / 검증학습 +0.23% 진입가 보정,대형 이벤트일: 변동성 확대 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(14점 < 45점) / 예상중앙등락 약세(-1.30%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(14점 < 45점) / 예상중앙등락 약세(-1.30%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:12:11,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-49.1,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,NET,관망 우위,$216.17,+1.77%,실시간 확인,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,0,재무 중립,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 122.3% / 영업이익률 개선 +3.4%p / 미장은 현재 Finnhub quote 중심, 기관/외",0,6,0,성과보정 중립,8주,"$1,699.28",1차 $212.41 30% / 2차 $201.79 30% / 3차 $215.60 40%,$210.50,2.99%,$64.16,손절 리스크 한도 기준,1.66,$212.41,$211.84,$207.63 ~ $213.09,$225.24 ~ $230.74,-1.53%,-0.11%,$204.39,+3.78%,$225.76,+6.29%,$231.27,$215.72,$202.37 ~ $251.80,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.8% 이내 / 검증학습 +0.23% 진입가 보정,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-49.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,APP,관망 우위,$481.68,-0.94%,진입가 근처,학습 위험,익절 약함 0% / 손절 낮음 25% / 방향부진 0% / 종가오차 큼 6.1%,17,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 94.6% / 영업이익률 양호 78.2% / 미장은 현재 Finnhub quote 중심, 기관/외국인",0,0,0,성과보정 중립,2주,$972.54,1차 $486.27 30% / 2차 $461.96 30% / 3차 $493.56 40%,$481.89,5.83%,$61.82,손절 리스크 한도 기준,1.45,$486.27,$490.90,$462.23 ~ $475.77,$510.54 ~ $524.07,-1.04%,+0.08%,$455.36,+6.36%,$531.10,+9.22%,$552.74,$491.37,$436.82 ~ $563.14,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 4.6% 이내 / 검증학습 -0.45% 진입가 보정,시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음 / 가상매매 평균 -2.3%,주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-9) / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:12:48,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-50.1,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,DDOG,관망 우위,$222.32,+2.10%,실시간 확인,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,17,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 104.6% / 영업이익률 개선 +4.9%p / 미장은 현재 Finnhub quote 중심, 기관/외",0,0,0,성과보정 중립,3주,$653.22,1차 $217.74 30% / 2차 $206.85 30% / 3차 $221.01 40%,$215.78,7.93%,$53.43,손절 리스크 한도 기준,1.45,$217.74,$221.01,$141.50 ~ $146.14,$244.85 ~ $248.39,-0.44%,-0.14%,$199.93,+8.18%,$243.50,+11.83%,$254.64,$218.71,$204.89 ~ $242.78,정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 4.0% 이내,RSI 75 이상 과열 | 시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 갭·과열 구간: 눌림 대기 또는 매수금지 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,손익비 1:1.5 미만 (현재 1.45) / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 손익비 1:1.5 미만 (현재 1.45) / 주의사유 존재 / 앙상블 약함(0점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:13:13,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-50.5,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,AMD,관망 우위,$467.51,+3.62%,진입가 위 - 추격주의,학습 부담,익절 약함 0% / 방향부진 0% / 종가오차 낮음 2.5%,14,재무 우호,수급 데이터 제한,"3년 매출 성장 46.8% / 영업이익률 개선 +16.1%p / 부채 부담 낮음 6% / 미장은 현재 Finnhub quote 중심, 기관/외국",18,0,0,성과보정 중립,2주,$902.34,1차 $451.17 30% / 2차 $428.61 30% / 3차 $457.94 40%,$447.11,6.87%,$65.58,손절 리스크 한도 기준,1.37,$451.17,$470.63,$421.99 ~ $434.85,$464.78 ~ $477.64,-0.19%,+0.35%,$418.38,+7.27%,$495.96,+9.93%,$518.78,$452.03,$410.94 ~ $476.84,정상,주문기준 정상범위,지지존 기반: 단기 강함 지지존 상단/중심 근사 / 예상시초가 기준 4.7% 이내 / 검증학습 +0.23% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90),주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.27%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-1.27%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:09:47,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-51.8,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,CRCL,관망 우위,$113.12,+2.36%,실시간 확인,학습 부담,익절 약함 0% / 손절 낮음 0% / 방향부진 0%,5,재무 보통+,수급 데이터 제한,"3년 매출 성장 255.8% / 영업이익률 개선 +56.2%p / 부채 부담 낮음 0% / 미장은 현재 Finnhub quote 중심, 기관/외",0,0,0,성과보정 중립,10주,"$1,105.10",1차 $110.51 30% / 2차 $104.98 30% / 3차 $112.17 40%,$109.52,5.27%,$64.80,손절 리스크 한도 기준,1.35,$110.51,$110.94,$107.72 ~ $112.14,$115.96 ~ $120.38,-3.28%,-3.80%,$104.03,+5.86%,$119.24,+7.90%,$123.75,$114.26,$90.05 ~ $133.38,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내 / 검증학습 -0.59% 진입가 보정,대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 최근 손절 빈도 높음,주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.76%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-2.76%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:07:14,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-52.7,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,ALAB,관망 우위,$306.88,+2.89%,실시간 확인,학습 위험,익절 우위 50% / 손절 우위 50% / 방향부진 0% / 종가오차 큼 7.1%,24,재무 우호,수급 데이터 제한,"분기 매출 3연속 증가 / 3년 매출 성장 967.4% / 영업이익률 양호 20.1% / 미장은 현재 Finnhub quote 중심, 기관/외국",0,0,2,성과보정 주의,2주,$596.50,1차 $298.25 30% / 2차 $283.34 30% / 3차 $302.72 40%,$295.57,11.71%,$67.32,손절 리스크 한도 기준,1.50,$298.25,$299.25,$208.61 ~ $218.43,-,-0.37%,+0.14%,$264.59,+11.29%,$348.73,+16.93%,$375.66,$299.36,$261.44 ~ $352.63,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 5.4% 이내,RSI 75 이상 과열 | 시초 예상가가 1차 저항선 1% 이내 | 대형 이벤트일: 변동성 확대 | 갭·과열 구간: 눌림 대기 또는 매수금지 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 자동학습 위험(-8) / 매수금지: 주의사유 존재 / 앙상블 약함(2점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:11:20,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-53.0,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,OKLO,관망 우위,$65.88,+0.81%,진입가 근처,학습 부담,익절 약함 0% / 손절 낮음 25% / 방향부진 0%,-13,재무 위험,수급 데이터 제한,"부채 부담 낮음 0% / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영 / 사이클 확인 필요",0,0,0,성과보정 중립,17주,"$1,110.95",1차 $65.35 30% / 2차 $62.08 30% / 3차 $66.33 40%,$64.76,5.68%,$69.19,손절 리스크 한도 기준,1.35,$65.35,$69.90,$62.50 ~ $64.85,$68.83 ~ $71.34,-0.79%,+0.40%,$61.28,+6.23%,$70.85,+8.42%,$73.68,$65.87,$54.63 ~ $74.52,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 6.5% 이내 / 검증학습 -0.45% 진입가 보정,"대형 이벤트일: 변동성 확대 | 손익비 부족: 1차 R:R 1.45 | 주봉 강한 하락 추세 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 가상매매 평균 -2.6% / 품질위험: 부채 부담 낮음 0% / 미장은 현재 Finnhub quote 중심, 기",주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.80%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 품질위험(-13) / 매수금지: 주의사유 존재 / 앙상블 약함(0점 < 45점) / 예상중앙등락 약세(-0.80%) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:08:33,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
미국주식,2026-05-22,-54.6,관망 우위,매수금지/리스크 조건 우선,🔴,관망/제외,True,IWM,관망 우위,$285.12,+2.04%,익절가 근접 - 신규매수 금지,학습 부담,익절 약함 0% / 방향부진 0% / 종가오차 낮음 1.3%,0,재무 중립,수급 데이터 제한,"재무 데이터 제한 / 미장은 현재 Finnhub quote 중심, 기관/외국인 수급은 미반영",27,20,12,성과보정 중립,7주,"$1,955.94",1차 $279.42 30% / 2차 $265.45 30% / 3차 $283.61 40%,$276.91,0.30%,$23.45,투입금액 한도 기준,1.74,$279.42,$279.96,$277.79 ~ $279.83,$286.82 ~ $288.86,-1.34%,-1.09%,$276.07,+1.20%,$285.24,+2.08%,$287.27,$283.22,$276.71 ~ $289.43,정상,주문기준 정상범위,지지존 기반: 단기 핵심 지지존 상단/중심 근사 / 예상시초가 기준 1.8% 이내,대형 이벤트일: 변동성 확대 | 이벤트·매크로 고변동 구간 (risk_mult 1.90) | 검증학습 주의: 방향 적중률 낮음,주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외,"보정신뢰도 50점 미만이라 신규매수 금지, 관망 우위입니다. / 실시간방어: 익절가 근접 - 신규매수 금지 / 매수금지: 주의사유 존재 / 앙상블 약함(12점 < 45점) / 방어적 판정(관망 우위) / 매수행동이 관망/제외",2026-05-22 23:09:34,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 14:21:49
