runner_status,status,market,symbol,name,source,updated_at,latest_year,sales_growth,revenue_cagr_3y,operating_profit_improving,operating_margin_change,debt_ratio,operating_cash_flow,PER,PBR,PSR,industry_discount,drawdown_52w,institution_foreign_flow,fundamental_score,valuation_score,risk_penalty,reason,risk_reason,ticker,code,종목코드,stock_name,종목명,종목,시장,현재가,last_price,current_price,관찰 기준가,active_scenario_pullback_price,조건부 진입가,매수가,entry,entry_price,buy_price,손절가,stop,stop_loss,1차 목표가,목표가,tp1,target_price,2차 목표가,tp2,손익비,rr,risk_reward,기대수익률,expected_return,수급점수,수급 점수,supply_score,flow_score,실적점수,실적 점수,earnings_score,밸류에이션점수,밸류에이션 점수,벨류에이션점수,차트점수,차트 점수,chart_score,실적상태,earnings_data_status,밸류상태,valuation_data_status,수급상태,flow_data_status,price_data_status
OK,OK,한국주식,009150,삼성전기,DART,2026-05-14 20:37:38 KST,2025,+12.69%,12.69,개선,+8.07%,48.98,확인 필요,,,,,,,78.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +12.69%, 영업이익 개선.",,,009150,009150,삼성전기,삼성전기,삼성전기,한국주식,"1,061,000원","1,061,000원","1,061,000원","1,002,327원","1,002,327원","1,008,369원","1,008,369원","1,008,369원","1,008,369원","1,008,369원","887,050원","887,050원","887,050원","1,184,283원","1,184,283원","1,184,283원","1,184,283원","1,269,207원","1,269,207원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,15.6,15.6,15.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,15.0,15.0,15.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,011070,LG이노텍,DART,2026-05-14 20:37:39 KST,2025,+3.09%,3.09,악화/둔화,+3.04%,107.02,최근 3년 중 흑자 있음,,,,,,,57.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +3.09%, 영업이익 확인 필요.",,,011070,011070,LG이노텍,LG이노텍,LG이노텍,한국주식,"760,000원","760,000원","760,000원","719,369원","719,369원","723,705원","723,705원","723,705원","723,705원","723,705원","639,381원","639,381원","639,381원","845,976원","845,976원","845,976원","845,976원","905,003원","905,003원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,11.4,11.4,11.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,14.5,14.5,14.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,267260,HD현대일렉트릭,DART,2026-05-14 20:37:41 KST,2025,+22.86%,22.86,개선,+24.40%,234.63,최근 3년 중 흑자 있음,,,,,,,80.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +22.86%, 영업이익 개선.",부채비율 200% 초과,,267260,267260,HD현대일렉트릭,HD현대일렉트릭,HD현대일렉트릭,한국주식,"1,066,000원","1,066,000원","1,066,000원","1,035,928원","1,035,928원","1,042,172원","1,042,172원","1,042,172원","1,042,172원","1,042,172원","998,157원","998,157원","998,157원","1,105,994원","1,105,994원","1,105,994원","1,105,994원","1,136,805원","1,136,805원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,16.0,16.0,16.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.0,21.0,21.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,010120,엘에스일렉트릭,DART,2026-05-14 20:37:43 KST,2025,,,개선,+8.59%,131.48,최근 3년 중 흑자 있음,,,,,,,52.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 개선.",,,010120,010120,LS ELECTRIC,LS ELECTRIC,LS ELECTRIC,한국주식,"238,500원","238,500원","238,500원","232,387원","232,387원","233,788원","233,788원","233,788원","233,788원","233,788원","221,677원","221,677원","221,677원","251,349원","251,349원","251,349원","251,349원","259,827원","259,827원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,10.4,10.4,10.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,14.0,14.0,14.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,298040,효성중공업,DART,2026-05-14 20:37:44 KST,2025,+17.81%,17.81,개선,+12.52%,190.31,최근 3년 중 흑자 있음,,,,,,,89.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +17.81%, 영업이익 개선.",,,298040,298040,효성중공업,효성중공업,효성중공업,한국주식,"3,569,000원","3,569,000원","3,569,000원","3,492,611원","3,492,611원","3,513,665원","3,513,665원","3,513,665원","3,513,665원","3,513,665원","3,362,246원","3,362,246원","3,362,246원","3,733,223원","3,733,223원","3,733,223원","3,733,223원","3,839,216원","3,839,216원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,17.8,17.8,17.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,19.5,19.5,19.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,006260,LS,DART,2026-05-14 20:37:45 KST,2025,,,개선,+3.30%,225.47,최근 3년 중 흑자 있음,,,,,,,43.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 개선.",부채비율 200% 초과,,006260,006260,LS,LS,LS,한국주식,"500,000원","500,000원","500,000원","498,327원","498,327원","501,331원","501,331원","501,331원","501,331원","501,331원","459,284원","459,284원","459,284원","581,627원","581,627원","581,627원","581,627원","600,877원","600,877원",1:1.91,1:1.91,1:1.91,,,10.0,10.0,10.0,10.0,8.6,8.6,8.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,25.0,25.0,25.0,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
OK,OK,한국주식,001440,대한전선,DART,2026-05-14 20:37:46 KST,2025,+13.07%,13.07,개선,+3.54%,214.0,최근 3년 중 흑자 있음,,,,,,,73.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +13.07%, 영업이익 개선.",부채비율 200% 초과,,001440,001440,대한전선,대한전선,대한전선,한국주식,"52,000원","52,000원","52,000원","48,575원","48,575원","48,868원","48,868원","48,868원","48,868원","48,868원","41,049원","41,049원","41,049원","60,205원","60,205원","60,205원","60,205원","65,679원","65,679원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,14.6,14.6,14.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,19.8,19.8,19.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,103590,일진전기,DART,2026-05-14 20:37:48 KST,2025,+28.06%,28.06,개선,+7.40%,259.23,최근 3년 중 흑자 있음,,,,,,,73.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +28.06%, 영업이익 개선.",부채비율 200% 초과,,103590,103590,일진전기,일진전기,일진전기,한국주식,"100,100원","100,100원","100,100원","93,507원","93,507원","94,071원","94,071원","94,071원","94,071원","94,071원","87,802원","87,802원","87,802원","103,161원","103,161원","103,161원","103,161원","107,550원","107,550원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,14.6,14.6,14.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,14.0,14.0,14.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,034020,두산에너빌리티,DART,2026-05-14 20:37:49 KST,2025,-1.52%,-1.52,악화/둔화,+4.47%,129.1,최근 3년 중 흑자 있음,,,,,,,37.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -1.52%, 영업이익 확인 필요.",,,034020,034020,두산에너빌리티,두산에너빌리티,두산에너빌리티,한국주식,"101,300원","101,300원","101,300원","98,877원","98,877원","99,473원","99,473원","99,473원","99,473원","99,473원","95,565원","95,565원","95,565원","106,477원","106,477원","106,477원","106,477원","109,540원","109,540원",1:1.79,1:1.79,1:1.79,,,10.0,10.0,10.0,10.0,7.4,7.4,7.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,24.8,24.8,24.8,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
OK,OK,한국주식,012450,한화에어로스페이스,DART,2026-05-14 20:37:50 KST,2025,,,개선,,321.38,최근 3년 중 흑자 있음,,,,,,,35.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR N/A, 영업이익 개선.",부채비율 200% 초과,,012450,012450,한화에어로스페이스,한화에어로스페이스,한화에어로스페이스,한국주식,"1,249,000원","1,249,000원","1,249,000원","1,243,923원","1,243,923원","1,251,421원","1,251,421원","1,251,421원","1,251,421원","1,251,421원","1,210,760원","1,210,760원","1,210,760원","1,338,365원","1,338,365원","1,338,365원","1,338,365원","1,369,601원","1,369,601원",1:2.14,1:2.14,1:2.14,,,10.0,10.0,10.0,10.0,7.0,7.0,7.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,25.0,25.0,25.0,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
OK,OK,한국주식,047810,한국항공우주,DART,2026-05-14 20:37:51 KST,2025,-1.62%,-1.62,개선,+7.28%,546.57,확인 필요,,,,,,,33.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR -1.62%, 영업이익 개선.",부채비율 200% 초과,,047810,047810,한국항공우주,한국항공우주,한국항공우주,한국주식,"158,000원","158,000원","158,000원","152,817원","152,817원","153,738원","153,738원","153,738원","153,738원","153,738원","148,532원","148,532원","148,532원","161,287원","161,287원","161,287원","161,287원","164,932원","164,932원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,6.6,6.6,6.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,12.2,12.2,12.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,079550,LIG디펜스앤에어로스페이스,DART,2026-05-14 20:37:52 KST,2025,+36.59%,36.59,개선,+7.42%,546.35,최근 3년 중 흑자 있음,,,,,,,73.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +36.59%, 영업이익 개선.",부채비율 200% 초과,,079550,079550,LIG넥스원,LIG넥스원,LIG넥스원,한국주식,"833,000원","833,000원","833,000원","807,527원","807,527원","812,395원","812,395원","812,395원","812,395원","812,395원","779,292원","779,292원","779,292원","860,395원","860,395원","860,395원","860,395원","883,567원","883,567원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,14.6,14.6,14.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,19.8,19.8,19.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,064350,현대로템,DART,2026-05-14 20:37:54 KST,2025,+27.58%,27.58,,,206.39,최근 3년 중 흑자 있음,,,,,,,40.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +27.58%, 영업이익 확인 필요.",부채비율 200% 초과,,064350,064350,현대로템,현대로템,현대로템,한국주식,"190,500원","190,500원","190,500원","188,980원","188,980원","190,119원","190,119원","190,119원","190,119원","190,119원","181,856원","181,856원","181,856원","207,064원","207,064원","207,064원","207,064원","213,437원","213,437원",1:2.05,1:2.05,1:2.05,,,10.0,10.0,10.0,10.0,8.0,8.0,8.0,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,16.2,16.2,16.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,272210,한화시스템,DART,2026-05-14 20:37:55 KST,2025,+22.22%,22.22,개선,+3.27%,206.5,최근 3년 중 흑자 있음,,,,,,,73.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +22.22%, 영업이익 개선.",부채비율 200% 초과,,272210,272210,한화시스템,한화시스템,한화시스템,한국주식,"101,600원","101,600원","101,600원","99,352원","99,352원","99,951원","99,951원","99,951원","99,951원","99,951원","96,418원","96,418원","96,418원","105,073원","105,073원","105,073원","105,073원","107,545원","107,545원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,14.6,14.6,14.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,10.8,10.8,10.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,009540,HD한국조선해양,DART,2026-05-14 20:37:56 KST,2025,+18.56%,18.56,개선,+13.04%,133.86,확인 필요,,,,,,,79.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +18.56%, 영업이익 개선.",,,009540,009540,HD한국조선해양,HD한국조선해양,HD한국조선해양,한국주식,"399,000원","399,000원","399,000원","392,017원","392,017원","394,380원","394,380원","394,380원","394,380원","394,380원","381,566원","381,566원","381,566원","412,961원","412,961원","412,961원","412,961원","421,931원","421,931원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,15.8,15.8,15.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,13.8,13.8,13.8,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,329180,HD현대중공업,DART,2026-05-14 20:37:57 KST,2025,+21.22%,21.22,개선,+11.59%,180.07,최근 3년 중 흑자 있음,,,,,,,89.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +21.22%, 영업이익 개선.",,,329180,329180,HD현대중공업,HD현대중공업,HD현대중공업,한국주식,"636,000원","636,000원","636,000원","628,210원","628,210원","631,997원","631,997원","631,997원","631,997원","631,997원","596,357원","596,357원","596,357원","727,074원","727,074원","727,074원","727,074원","745,035원","745,035원",1:2.67,1:2.67,1:2.67,,,10.0,10.0,10.0,10.0,17.8,17.8,17.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,21.2,21.2,21.2,partial,partial,data_missing,data_missing,success,success,저장된 후보 기준
OK,OK,한국주식,010140,삼성중공업,DART,2026-05-14 20:37:58 KST,2025,+15.31%,15.31,개선,+8.10%,365.05,최근 3년 중 흑자 있음,,,,,,,73.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +15.31%, 영업이익 개선.",부채비율 200% 초과,,010140,010140,삼성중공업,삼성중공업,삼성중공업,한국주식,"27,650원","27,650원","27,650원","27,418원","27,418원","27,584원","27,584원","27,584원","27,584원","27,584원","26,547원","26,547원","26,547원","29,087원","29,087원","29,087원","29,087원","29,812원","29,812원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,14.6,14.6,14.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,10.2,10.2,10.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,042660,한화오션,DART,2026-05-14 20:37:59 KST,2025,+31.36%,31.36,,+9.13%,226.17,최근 3년 중 흑자 있음,,,,,,,48.0,밸류 데이터 없음,20.0,"DART 2023~2025년 재무 반영. 매출 CAGR +31.36%, 영업이익 확인 필요.",부채비율 200% 초과,,042660,042660,한화오션,한화오션,한화오션,한국주식,"110,500원","110,500원","110,500원","106,847원","106,847원","107,491원","107,491원","107,491원","107,491원","107,491원","104,331원","104,331원","104,331원","123,581원","123,581원","123,581원","123,581원","127,265원","127,265원",1:5.09,1:5.09,1:5.09,,,10.0,10.0,10.0,10.0,9.6,9.6,9.6,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,15.2,15.2,15.2,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,277810,레인보우로보틱스,DART,2026-05-14 20:38:01 KST,2025,+49.55%,49.55,개선,-7.27%,107.08,확인 필요,,,,,,,64.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +49.55%, 영업이익 개선.",,,277810,277810,레인보우로보틱스,레인보우로보틱스,레인보우로보틱스,한국주식,"633,242원","633,242원","633,242원","630,508원","630,508원","634,309원","634,309원","634,309원","634,309원","634,309원","586,915원","586,915원","586,915원","703,527원","703,527원","703,527원","703,527원","727,773원","727,773원",1:1.63,1:1.63,1:1.63,,,10.0,10.0,10.0,10.0,12.8,12.8,12.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,454910,두산로보틱스,DART,2026-05-14 20:38:02 KST,2025,-21.15%,-21.15,,-180.34%,114.57,확인 필요,,,,,,,9.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -21.15%, 영업이익 확인 필요.",,,454910,454910,두산로보틱스,두산로보틱스,두산로보틱스,한국주식,"95,500원","95,500원","95,500원","94,330원","94,330원","94,899원","94,899원","94,899원","94,899원","94,899원","87,252원","87,252원","87,252원","105,987원","105,987원","105,987원","105,987원","111,340원","111,340원",1:1.45,1:1.45,1:1.45,,,10.0,10.0,10.0,10.0,1.8,1.8,1.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,18.5,18.5,18.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,108490,로보티즈,DART,2026-05-14 20:38:03 KST,2025,+15.63%,15.63,개선,+8.59%,101.79,최근 3년 중 흑자 있음,,,,,,,82.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR +15.63%, 영업이익 개선.",,,108490,108490,로보티즈,로보티즈,로보티즈,한국주식,"257,658원","257,658원","257,658원","255,334원","255,334원","256,873원","256,873원","256,873원","256,873원","256,873원","232,542원","232,542원","232,542원","284,098원","284,098원","284,098원","284,098원","307,002원","307,002원",1:1.38,1:1.38,1:1.38,,,10.0,10.0,10.0,10.0,16.4,16.4,16.4,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,0.0,0.0,0.0,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
OK,OK,한국주식,090360,로보스타,DART,2026-05-14 20:38:04 KST,2025,-14.12%,-14.12,악화/둔화,-7.47%,125.73,최근 3년 중 흑자 있음,,,,,,,19.0,밸류 데이터 없음,0.0,"DART 2023~2025년 재무 반영. 매출 CAGR -14.12%, 영업이익 확인 필요.",,,090360,090360,로보스타,로보스타,로보스타,한국주식,"70,300원","70,300원","70,300원","67,515원","67,515원","67,922원","67,922원","67,922원","67,922원","67,922원","64,020원","64,020원","64,020원","73,580원","73,580원","73,580원","73,580원","76,312원","76,312원",1:1.45,1:1.45,1:1.45,,,5.0,5.0,5.0,5.0,3.8,3.8,3.8,밸류 데이터 없음,밸류 데이터 없음,밸류 데이터 없음,15.5,15.5,15.5,partial,partial,data_missing,data_missing,False,False,저장된 후보 기준
