시장,종목,위험 구분,초보자 해석,핵심 사유,권장 행동
한국주식,리노공업 (058470) (58470),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,삼성SDI (006400),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR -88.99%, 영업이익 확인 필요.",기준가 재조정 후 재확인
한국주식,삼성SDI (6400),손익비 부족,손절폭 대비 기대수익이 부족합니다.,삼성SDI: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=2로 기대값은 참고 수준,기준가 재조정 후 재확인
한국주식,삼성생명 (32830),손익비 부족,손절폭 대비 기대수익이 부족합니다.,삼성생명: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,기준가 재조정 후 재확인
한국주식,삼성에스디에스 (018260),손익비 부족,손절폭 대비 기대수익이 부족합니다.,손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,삼성에스디에스 (18260),손익비 부족,손절폭 대비 기대수익이 부족합니다.,손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,삼성전기 (9150),손익비 부족,손절폭 대비 기대수익이 부족합니다.,현재가가 우선진입가 대비 +5.8% (한도 5%),기준가 재조정 후 재확인
한국주식,삼성중공업 (010140),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +15.31%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,삼성중공업 (10140),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"기대값 참고 약세 (-1.43%, n=5) / 손익비 기준 미통과 / rr < 1.5",기준가 재조정 후 재확인
한국주식,삼성화재해상보험 (810),손익비 부족,손절폭 대비 기대수익이 부족합니다.,삼성화재: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,기준가 재조정 후 재확인
한국주식,셀트리온 (068270),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,신한지주 (55550),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"기대값 참고 약세 (-0.33%, n=5) / 손익비 기준 미통과 / rr < 1.5",기준가 재조정 후 재확인
한국주식,심텍 (222800),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,알테오젠 (196170),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,에스엠 (041510),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +10.57%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,에스케이바이오팜 (326030),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +41.12%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,에스티아이 (039440),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +1.34%, 영업이익 확인 필요.",기준가 재조정 후 재확인
한국주식,에이피알 (278470),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +70.76%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,에코프로 (086520),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,에코프로 (86520),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,엘앤에프 (066970),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR -31.88%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,엘에스일렉트릭 (10120),손익비 부족,손절폭 대비 기대수익이 부족합니다.,LS ELECTRIC: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=1로 기대값은 참고 수준,기준가 재조정 후 재확인
한국주식,원익IPS (240810),손익비 부족,손절폭 대비 기대수익이 부족합니다.,손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,유한양행 (000100),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +8.46%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,유한양행 (100),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,이수페타시스 (007660),손익비 부족,손절폭 대비 기대수익이 부족합니다.,손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,이수페타시스 (7660),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,이오테크닉스 (039030),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +9.72%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,카카오 (035720),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,카카오 (35720),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,코스모신소재 (005070),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR -14.87%, 영업이익 확인 필요.",기준가 재조정 후 재확인
한국주식,크래프톤 (259960),손익비 부족,손절폭 대비 기대수익이 부족합니다.,손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,테크윙 (089030),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +9.13%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,팬오션 (028670),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +11.62%, 영업이익 개선.",기준가 재조정 후 재확인
한국주식,팬오션 (28670),손익비 부족,손절폭 대비 기대수익이 부족합니다.,팬오션: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=0로 기대값은 참고 수준,기준가 재조정 후 재확인
한국주식,포스코퓨처엠 (3670),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"기대값 참고 약세 (-2.26%, n=6) / 손익비 기준 미통과 / rr < 1.5",기준가 재조정 후 재확인
한국주식,하나금융지주 (86790),손익비 부족,손절폭 대비 기대수익이 부족합니다.,하나금융지주: 손익비·차트 위치는 참고 가능하나 거래량 확인 필요; 유사 조건 n=5로 기대값은 참고 수준,기준가 재조정 후 재확인
한국주식,하이브 (352820),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"DART 2023~2025년 재무 반영. 매출 CAGR +10.30%, 영업이익 확인 필요.",기준가 재조정 후 재확인
한국주식,한국전력 (015760),손익비 부족,손절폭 대비 기대수익이 부족합니다.,주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 유사 조건 표본 부족: 기대값은 참고만,기준가 재조정 후 재확인
한국주식,한미반도체 (042700),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,한미반도체 (42700),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,한화시스템 (272210),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,한화에어로스페이스 (012450),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"기대값 참고 약세 (-1.64%, n=5) / 손익비 기준 미통과 / rr < 1.5",기준가 재조정 후 재확인
한국주식,한화에어로스페이스 (12450),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"기대값 참고 약세 (-1.15%, n=6) / 손익비 기준 미통과 / rr < 1.5",기준가 재조정 후 재확인
한국주식,한화오션 (042660),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 기대값 참고 약세 (-0.79%, n=6) / 손익비 기준 미통과 / rr < 1.5",기준가 재조정 후 재확인
한국주식,현대건설 (000720),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,현대건설 (720),손익비 부족,손절폭 대비 기대수익이 부족합니다.,유사 조건 표본 부족: 기대값은 참고만 / 손익비 기준 미통과 / rr < 1.5,기준가 재조정 후 재확인
한국주식,현대로템 (064350),손익비 부족,손절폭 대비 기대수익이 부족합니다.,"주봉 강한 하락 추세 / 뉴스 리스크 참고(1): 주봉 강한 하락 추세 / 기대값 참고 약세 (-1.98%, n=6) / 손익비 기준 미통과 / rr < 1.5",기준가 재조정 후 재확인
